FIPS,fyDeclared,incidentType,count
45051,2016,Flood,1
45051,2016,Severe Storm,1
45051,2017,Hurricane,3
45051,2018,Hurricane,3
45051,2019,Hurricane,2
45051,2020,Biological,2
45051,2022,Hurricane,1
45051,2023,Hurricane,1
45053,2005,Hurricane,1
45053,2014,Severe Ice Storm,1
45053,2016,Severe Storm,1
45053,2017,Hurricane,3
45053,2018,Hurricane,3
45053,2019,Hurricane,2
45053,2020,Biological,2
45053,2022,Hurricane,1
45053,2023,Hurricane,1
45055,2000,Severe Storm,1
45055,2004,Severe Ice Storm,1
45055,2005,Hurricane,2
45055,2014,Severe Ice Storm,1
45055,2016,Flood,1
45055,2016,Severe Storm,1
45055,2017,Hurricane,3
45055,2018,Hurricane,2
45055,2019,Hurricane,1
45055,2020,Biological,2
45055,2022,Hurricane,1
45055,2023,Hurricane,1
45057,2000,Severe Storm,1
45057,2005,Hurricane,2
45057,2014,Severe Ice Storm,1
45057,2016,Flood,1
45057,2016,Severe Storm,1
45057,2017,Hurricane,2
45057,2018,Hurricane,3
45057,2019,Hurricane,1
45057,2020,Biological,2
45057,2022,Hurricane,1
45057,2023,Hurricane,1
45059,2000,Severe Storm,1
45059,2003,Severe Ice Storm,1
45059,2005,Hurricane,1
45059,2006,Severe Ice Storm,1
45059,2014,Severe Ice Storm,1
45059,2016,Flood,1
45059,2016,Severe Storm,1
45059,2017,Hurricane,2
45059,2018,Hurricane,2
45059,2019,Hurricane,1
45059,2020,Biological,2
45059,2022,Hurricane,1
45059,2023,Hurricane,1
45061,2000,Severe Storm,1
45061,2004,Severe Ice Storm,1
45061,2005,Hurricane,2
45061,2014,Severe Ice Storm,1
45061,2016,Flood,1
45061,2016,Severe Storm,1
45061,2017,Hurricane,3
45061,2018,Hurricane,2
45061,2019,Hurricane,1
45061,2020,Biological,2
45061,2022,Hurricane,1
45061,2023,Hurricane,1
45063,2000,Severe Storm,1
45063,2004,Severe Ice Storm,1
45063,2005,Hurricane,2
45063,2014,Severe Ice Storm,2
45063,2016,Flood,1
45063,2016,Severe Storm,1
45063,2017,Hurricane,2
45063,2018,Hurricane,2
45063,2019,Hurricane,1
45063,2020,Biological,2
45063,2022,Hurricane,1
45063,2023,Hurricane,1
45065,2000,Severe Storm,1
45065,2004,Severe Ice Storm,1
45065,2005,Hurricane,1
45065,2014,Severe Ice Storm,1
45065,2016,Flood,1
45065,2016,Severe Storm,1
45065,2017,Hurricane,2
45065,2018,Hurricane,2
45065,2019,Hurricane,1
45065,2020,Biological,2
45065,2022,Hurricane,1
45065,2023,Hurricane,1
45067,2000,Severe Storm,1
45067,2004,Severe Ice Storm,1
45067,2005,Hurricane,2
45067,2014,Severe Ice Storm,2
45067,2016,Flood,1
45067,2016,Severe Storm,1
45067,2017,Hurricane,3
45067,2018,Hurricane,3
45067,2019,Hurricane,2
45067,2020,Biological,2
45067,2022,Hurricane,1
45067,2023,Hurricane,1
45069,2000,Severe Storm,1
45069,2005,Hurricane,2
45069,2014,Severe Ice Storm,1
45069,2016,Flood,1
45069,2016,Severe Storm,1
45069,2017,Hurricane,3
45069,2018,Hurricane,3
45069,2019,Hurricane,1
45069,2020,Biological,2
45069,2020,Severe Storm,1
45069,2022,Hurricane,1
45069,2023,Hurricane,1
45071,2000,Severe Storm,1
45071,2004,Severe Ice Storm,1
45071,2005,Hurricane,2
45071,2014,Severe Ice Storm,1
45071,2016,Flood,1
45071,2016,Severe Storm,1
45071,2017,Hurricane,2
45071,2018,Hurricane,2
45071,2019,Hurricane,1
45071,2020,Biological,2
45071,2020,Severe Storm,1
45071,2022,Hurricane,1
45071,2023,Hurricane,1
45073,2004,Severe Ice Storm,1
45073,2005,Hurricane,2
45073,2006,Severe Ice Storm,1
45073,2014,Severe Ice Storm,1
45073,2016,Severe Storm,1
45073,2017,Hurricane,2
45073,2018,Hurricane,2
45073,2019,Hurricane,1
45073,2020,Biological,2
45073,2020,Severe Storm,2
45073,2022,Hurricane,1
45073,2023,Hurricane,1
45075,2000,Severe Storm,1
45075,2004,Severe Ice Storm,1
45075,2005,Hurricane,1
45075,2014,Severe Ice Storm,2
45075,2016,Flood,1
45075,2016,Severe Storm,1
45075,2017,Hurricane,3
45075,2018,Hurricane,3
45075,2019,Hurricane,1
45075,2020,Biological,2
45075,2020,Severe Storm,1
45075,2022,Hurricane,1
45075,2023,Hurricane,1
45077,2005,Hurricane,2
45077,2006,Severe Ice Storm,1
45077,2014,Severe Ice Storm,1
45077,2016,Severe Storm,1
45077,2017,Hurricane,2
45077,2017,Fire,1
45077,2018,Hurricane,2
45077,2019,Hurricane,1
45077,2020,Biological,2
45077,2020,Severe Storm,2
45077,2022,Hurricane,1
45077,2023,Hurricane,1
45079,2000,Severe Storm,1
45079,2004,Severe Ice Storm,1
45079,2005,Hurricane,2
45079,2014,Severe Ice Storm,1
45079,2016,Flood,1
45079,2016,Severe Storm,1
45079,2017,Hurricane,3
45079,2018,Hurricane,2
45079,2019,Hurricane,1
45079,2020,Biological,2
45079,2022,Hurricane,1
45079,2023,Hurricane,1
45081,2000,Severe Storm,1
45081,2004,Severe Ice Storm,1
45081,2005,Hurricane,1
45081,2014,Severe Ice Storm,2
45081,2016,Flood,1
45081,2016,Severe Storm,1
45081,2017,Hurricane,2
45081,2018,Hurricane,2
45081,2019,Hurricane,1
45081,2020,Biological,2
45081,2022,Hurricane,1
45081,2023,Hurricane,1
45083,2000,Severe Storm,1
45083,2003,Severe Ice Storm,1
45083,2005,Hurricane,2
45083,2006,Severe Ice Storm,1
45083,2014,Severe Ice Storm,1
45083,2016,Flood,1
45083,2016,Severe Storm,1
45083,2017,Hurricane,2
45083,2018,Hurricane,2
45083,2019,Hurricane,1
45083,2020,Biological,2
45083,2020,Severe Storm,1
45083,2022,Hurricane,1
45083,2023,Hurricane,1
45085,2000,Severe Storm,1
45085,2004,Severe Ice Storm,1
45085,2005,Hurricane,2
45085,2014,Severe Ice Storm,2
45085,2016,Flood,1
45085,2016,Severe Storm,1
45085,2017,Hurricane,3
45085,2018,Hurricane,3
45085,2019,Hurricane,1
45085,2020,Biological,2
45085,2022,Hurricane,1
45085,2023,Hurricane,1
45087,2000,Severe Storm,1
45087,2003,Severe Ice Storm,1
45087,2004,Severe Ice Storm,1
45087,2005,Hurricane,1
45087,2014,Severe Ice Storm,1
45087,2016,Severe Storm,1
45087,2017,Hurricane,2
45087,2018,Hurricane,2
45087,2019,Hurricane,1
45087,2020,Biological,2
45087,2022,Hurricane,1
45087,2023,Hurricane,1
45089,2000,Severe Storm,1
45089,2004,Severe Ice Storm,1
45089,2004,Severe Storm,1
45089,2005,Hurricane,2
45089,2014,Severe Ice Storm,2
45089,2016,Flood,1
45089,2016,Severe Storm,1
45089,2017,Hurricane,3
45089,2018,Hurricane,3
45089,2019,Hurricane,2
45089,2020,Biological,2
45089,2022,Hurricane,1
45089,2023,Hurricane,1
45091,2000,Severe Storm,1
45091,2003,Severe Ice Storm,1
45091,2005,Hurricane,2
45091,2014,Severe Ice Storm,1
45091,2016,Severe Storm,1
45091,2017,Hurricane,2
45091,2018,Hurricane,2
45091,2019,Hurricane,1
45091,2020,Biological,2
45091,2022,Hurricane,1
45091,2023,Hurricane,1
46000,2004,Severe Storm,1
46000,2007,Severe Storm,3
46000,2008,Severe Storm,3
46000,2009,Snowstorm,4
46000,2009,Severe Storm,2
46000,2010,Severe Storm,6
46000,2011,Severe Storm,1
46000,2013,Severe Storm,2
46000,2014,Severe Storm,2
46000,2014,Flood,1
46000,2015,Severe Storm,3
46000,2017,Severe Storm,3
46000,2019,Flood,6
46000,2019,Severe Storm,1
46000,2020,Biological,25
46000,2020,Severe Storm,4
46000,2022,Severe Storm,2
46000,2023,Winter Storm,2
46003,2005,Coastal Storm,1
46003,2006,Severe Storm,1
46003,2007,Severe Storm,1
46003,2008,Severe Storm,1
46003,2010,Flood,1
46003,2010,Severe Storm,1
46003,2011,Flood,1
46003,2019,Flood,2
46003,2020,Biological,2
46003,2020,Severe Storm,1
46003,2022,Severe Storm,1
46005,2001,Flood,1
46005,2005,Coastal Storm,1
46005,2006,Severe Storm,1
46005,2007,Severe Storm,1
46005,2010,Flood,1
46005,2010,Severe Storm,1
46005,2011,Flood,1
46005,2013,Severe Storm,1
46005,2019,Flood,1
46005,2020,Biological,2
46005,2022,Severe Storm,1
46007,2005,Coastal Storm,1
46007,2006,Severe Storm,1
46007,2008,Snowstorm,1
46007,2009,Snowstorm,1
46007,2013,Severe Storm,1
46007,2019,Flood,2
46007,2020,Biological,3
46007,2023,Winter Storm,1
46009,2005,Coastal Storm,1
46009,2006,Severe Storm,1
46009,2007,Severe Storm,1
46009,2008,Severe Storm,1
46009,2019,Flood,1
46009,2020,Biological,18
46009,2022,Severe Storm,1
46011,2001,Flood,1
46011,2005,Coastal Storm,1
46011,2006,Severe Storm,1
46011,2011,Flood,1
46011,2011,Severe Storm,1
46011,2019,Flood,1
46011,2020,Biological,2
46011,2020,Severe Storm,1
46011,2022,Severe Storm,1
46011,2023,Winter Storm,1
46013,2001,Flood,1
46013,2005,Coastal Storm,1
46013,2006,Severe Storm,1
46013,2007,Severe Storm,1
46013,2009,Severe Storm,1
46013,2010,Flood,1
46013,2011,Flood,1
46013,2019,Flood,1
46013,2020,Biological,2
46015,2005,Coastal Storm,1
46015,2007,Severe Storm,1
46015,2008,Severe Storm,1
46015,2010,Severe Storm,3
46015,2010,Flood,1
46015,2011,Flood,1
46015,2015,Severe Storm,1
46015,2019,Flood,2
46015,2020,Biological,2
46015,2020,Severe Storm,1
46017,2001,Flood,1
46017,2005,Coastal Storm,1
46017,2007,Severe Storm,1
46017,2008,Severe Storm,1
46017,2010,Flood,1
46017,2010,Severe Storm,1
46017,2011,Flood,1
46017,2015,Severe Storm,1
46017,2019,Flood,1
46017,2020,Biological,3
46019,2005,Coastal Storm,1
46019,2006,Severe Storm,1
46019,2008,Severe Storm,1
46019,2008,Snowstorm,1
46019,2009,Severe Storm,1
46019,2009,Snowstorm,1
46019,2011,Flood,1
46019,2014,Flood,1
46019,2014,Severe Storm,1
46019,2017,Severe Storm,1
46019,2019,Flood,1
46019,2020,Biological,4
46019,2020,Severe Storm,1
46019,2022,Severe Storm,1
46021,2005,Coastal Storm,1
46021,2009,Severe Storm,1
46021,2010,Severe Storm,2
46021,2019,Flood,2
46021,2020,Biological,2
46023,2005,Coastal Storm,1
46023,2006,Severe Storm,1
46023,2008,Severe Storm,1
46023,2010,Flood,1
46023,2011,Flood,1
46023,2019,Flood,1
46023,2020,Biological,2
46023,2020,Severe Storm,1
46025,2001,Flood,1
46025,2005,Coastal Storm,1
46025,2006,Severe Storm,1
46025,2007,Severe Storm,1
46025,2010,Flood,1
46025,2011,Flood,1
46025,2017,Severe Storm,1
46025,2019,Flood,1
46025,2020,Biological,2
46025,2020,Severe Storm,1
46025,2023,Winter Storm,1
46027,2005,Coastal Storm,1
46027,2008,Severe Storm,1
46027,2010,Severe Storm,2
46027,2010,Flood,1
46027,2011,Flood,1
46027,2014,Flood,1
46027,2019,Flood,1
46027,2020,Biological,2
46027,2022,Severe Storm,1
46029,2001,Flood,1
46029,2005,Coastal Storm,1
46029,2006,Severe Storm,1
46029,2010,Flood,1
46029,2011,Flood,1
46029,2013,Severe Storm,1
46029,2017,Severe Storm,1
46029,2019,Flood,1
46029,2020,Biological,2
46029,2020,Severe Storm,1
46029,2022,Severe Storm,1
46031,2005,Coastal Storm,1
46031,2005,Severe Storm,1
46031,2009,Severe Storm,1
46031,2009,Snowstorm,1
46031,2010,Severe Storm,2
46031,2013,Severe Storm,1
46031,2014,Flood,1
46031,2014,Severe Storm,1
46031,2020,Biological,13
46033,2000,Fire,1
46033,2000,Severe Storm,1
46033,2001,Fire,1
46033,2002,Fire,1
46033,2005,Coastal Storm,1
46033,2012,Fire,1
46033,2014,Severe Storm,1
46033,2018,Fire,1
46033,2019,Flood,1
46033,2020,Biological,2
46035,2005,Coastal Storm,1
46035,2006,Severe Storm,1
46035,2007,Severe Storm,1
46035,2019,Flood,1
46035,2020,Biological,2
46035,2020,Severe Storm,1
46037,2001,Flood,1
46037,2005,Coastal Storm,1
46037,2006,Severe Storm,1
46037,2007,Severe Storm,1
46037,2009,Severe Storm,1
46037,2010,Flood,1
46037,2010,Severe Storm,1
46037,2011,Flood,1
46037,2017,Severe Storm,1
46037,2019,Flood,1
46037,2020,Biological,2
46037,2020,Severe Storm,1
46037,2022,Severe Storm,1
46037,2023,Winter Storm,1
46039,2001,Flood,1
46039,2005,Coastal Storm,1
46039,2006,Severe Storm,1
46039,2010,Flood,1
46039,2010,Severe Storm,1
46039,2011,Flood,1
46039,2013,Severe Storm,1
46039,2017,Severe Storm,1
46039,2019,Flood,2
46039,2020,Biological,2
46039,2022,Severe Storm,1
46039,2023,Winter Storm,1
46041,2005,Coastal Storm,1
46041,2008,Severe Storm,1
46041,2009,Severe Storm,1
46041,2009,Snowstorm,1
46041,2010,Severe Storm,2
46041,2014,Flood,1
46041,2014,Severe Storm,1
46041,2017,Severe Storm,1
46041,2019,Flood,1
46041,2020,Biological,3
46043,2005,Coastal Storm,1
46043,2006,Severe Storm,1
46043,2008,Severe Storm,1
46043,2010,Flood,1
46043,2010,Severe Storm,1
46043,2013,Severe Storm,1
46043,2019,Flood,1
46043,2020,Biological,2
46043,2020,Severe Storm,1
46045,2001,Flood,1
46045,2005,Coastal Storm,1
46045,2006,Severe Storm,1
46045,2009,Severe Storm,1
46045,2010,Flood,1
46045,2010,Severe Storm,1
46045,2011,Flood,1
46045,2017,Severe Storm,1
46045,2019,Flood,1
46045,2020,Biological,2
46047,2000,Fire,1
46047,2000,Severe Storm,1
46047,2005,Coastal Storm,1
46047,2007,Fire,1
46047,2010,Severe Storm,1
46047,2014,Severe Storm,1
46047,2015,Severe Storm,1
46047,2017,Severe Storm,1
46047,2018,Fire,1
46047,2019,Flood,2
46047,2020,Biological,4
46049,2005,Coastal Storm,1
46049,2005,Severe Storm,1
46049,2010,Flood,1
46049,2010,Severe Storm,1
46049,2011,Flood,1
46049,2017,Severe Storm,1
46049,2019,Flood,1
46049,2020,Biological,4
46051,2001,Flood,1
46051,2005,Coastal Storm,1
46051,2006,Severe Storm,1
46051,2010,Flood,1
46051,2010,Severe Storm,1
46051,2011,Flood,1
46051,2013,Severe Storm,1
46051,2017,Severe Storm,1
46051,2019,Flood,1
46051,2020,Biological,2
46051,2022,Severe Storm,1
46053,2001,Flood,1
46053,2005,Coastal Storm,1
46053,2006,Severe Storm,1
46053,2007,Severe Storm,1
46053,2008,Severe Storm,1
46053,2010,Severe Storm,2
46053,2010,Flood,1
46053,2011,Flood,1
46053,2019,Flood,2
46053,2020,Biological,4
46053,2020,Severe Storm,2
46055,2004,Severe Storm,1
46055,2005,Coastal Storm,1
46055,2008,Severe Storm,1
46055,2009,Snowstorm,1
46055,2014,Severe Storm,1
46055,2015,Severe Storm,1
46055,2017,Severe Storm,1
46055,2019,Flood,1
46055,2020,Biological,4
46055,2022,Severe Storm,1
46057,2001,Flood,1
46057,2005,Coastal Storm,1
46057,2006,Severe Storm,1
46057,2010,Flood,1
46057,2011,Flood,1
46057,2013,Severe Storm,1
46057,2017,Severe Storm,1
46057,2019,Flood,2
46057,2020,Biological,2
46057,2022,Severe Storm,1
46057,2023,Winter Storm,1
46059,2005,Coastal Storm,1
46059,2006,Severe Storm,1
46059,2008,Severe Storm,1
46059,2010,Severe Storm,2
46059,2010,Flood,1
46059,2011,Flood,1
46059,2019,Flood,1
46059,2020,Biological,6
46061,2001,Flood,1
46061,2005,Coastal Storm,1
46061,2006,Severe Storm,1
46061,2007,Severe Storm,1
46061,2008,Severe Storm,1
46061,2010,Flood,1
46061,2011,Flood,1
46061,2014,Flood,1
46061,2019,Flood,2
46061,2020,Biological,2
46061,2020,Severe Storm,1
46061,2022,Severe Storm,1
46063,2005,Coastal Storm,1
46063,2006,Severe Storm,1
46063,2008,Snowstorm,1
46063,2009,Severe Storm,1
46063,2009,Snowstorm,1
46063,2010,Severe Storm,1
46063,2014,Severe Storm,1
46063,2017,Severe Storm,1
46063,2020,Biological,7
46065,2005,Coastal Storm,1
46065,2008,Severe Storm,1
46065,2010,Severe Storm,1
46065,2011,Flood,1
46065,2013,Severe Storm,1
46065,2015,Severe Storm,1
46065,2019,Flood,1
46065,2020,Biological,6
46067,2005,Coastal Storm,1
46067,2006,Severe Storm,1
46067,2007,Severe Storm,1
46067,2008,Severe Storm,1
46067,2010,Flood,1
46067,2010,Severe Storm,1
46067,2011,Flood,1
46067,2013,Severe Storm,1
46067,2019,Flood,1
46067,2020,Biological,2
46067,2020,Severe Storm,1
46067,2022,Severe Storm,1
46069,2005,Coastal Storm,1
46069,2005,Severe Storm,1
46069,2010,Flood,1
46069,2010,Severe Storm,1
46069,2011,Flood,1
46069,2019,Flood,1
46069,2020,Biological,16
46071,2000,Severe Storm,1
46071,2004,Severe Storm,1
46071,2005,Coastal Storm,1
46071,2006,Severe Storm,1
46071,2007,Severe Storm,1
46071,2008,Severe Storm,1
46071,2008,Snowstorm,1
46071,2009,Snowstorm,1
46071,2011,Flood,1
46071,2014,Severe Storm,1
46071,2015,Severe Storm,1
46071,2017,Severe Storm,1
46071,2019,Flood,2
46071,2020,Biological,6
46071,2022,Severe Storm,1
46071,2023,Winter Storm,1
46073,2001,Flood,1
46073,2005,Coastal Storm,1
46073,2006,Severe Storm,1
46073,2007,Severe Storm,1
46073,2010,Severe Storm,2
46073,2010,Flood,1
46073,2011,Flood,1
46073,2014,Flood,1
46073,2015,Severe Storm,1
46073,2019,Flood,1
46073,2020,Biological,2
46075,2005,Coastal Storm,1
46075,2010,Severe Storm,1
46075,2015,Severe Storm,1
46075,2017,Severe Storm,1
46075,2019,Flood,2
46075,2020,Biological,11
46075,2022,Severe Storm,1
46075,2023,Winter Storm,1
46077,2001,Flood,1
46077,2005,Coastal Storm,1
46077,2006,Severe Storm,1
46077,2007,Severe Storm,1
46077,2010,Flood,1
46077,2011,Flood,1
46077,2013,Severe Storm,1
46077,2019,Flood,1
46077,2020,Severe Storm,2
46077,2020,Biological,1
46077,2022,Severe Storm,1
46077,2023,Winter Storm,1
46079,2005,Coastal Storm,1
46079,2007,Severe Storm,1
46079,2010,Flood,1
46079,2011,Flood,1
46079,2011,Severe Storm,1
46079,2019,Flood,1
46079,2020,Biological,2
46079,2020,Severe Storm,1
46079,2022,Severe Storm,1
46081,2002,Fire,1
46081,2005,Coastal Storm,1
46081,2005,Fire,1
46081,2007,Fire,1
46081,2008,Severe Storm,1
46081,2008,Snowstorm,1
46081,2013,Severe Storm,1
46081,2014,Severe Storm,1
46081,2020,Biological,2
46081,2020,Severe Storm,1
46083,2005,Coastal Storm,1
46083,2010,Severe Storm,1
46083,2013,Severe Storm,2
46083,2014,Flood,1
46083,2019,Flood,1
46083,2020,Biological,2
46083,2020,Severe Storm,1
46085,2005,Coastal Storm,1
46085,2008,Severe Storm,1
46085,2010,Flood,1
46085,2010,Severe Storm,1
46085,2011,Flood,1
46085,2015,Severe Storm,1
46085,2019,Flood,2
46085,2020,Biological,16
46087,2005,Coastal Storm,1
46087,2007,Severe Storm,1
46087,2008,Severe Storm,1
46087,2010,Flood,1
46087,2010,Severe Storm,1
46087,2013,Severe Storm,1
46087,2015,Severe Storm,1
46087,2019,Flood,1
46087,2020,Biological,2
46087,2020,Severe Storm,1
46087,2022,Severe Storm,1
46089,2005,Coastal Storm,1
46089,2009,Severe Storm,1
46089,2010,Flood,1
46089,2010,Severe Storm,1
46089,2017,Severe Storm,1
46089,2019,Flood,1
46089,2020,Biological,4
46089,2022,Severe Storm,1
46091,2001,Flood,1
46091,2004,Severe Storm,1
46091,2005,Coastal Storm,1
46091,2006,Severe Storm,1
46091,2007,Severe Storm,1
46091,2009,Severe Storm,1
46091,2010,Flood,1
46091,2011,Flood,1
46091,2017,Severe Storm,1
46091,2019,Flood,1
46091,2020,Biological,2
46093,2005,Coastal Storm,1
46093,2005,Fire,1
46093,2006,Fire,1
46093,2006,Severe Storm,1
46093,2008,Severe Storm,1
46093,2009,Snowstorm,1
46093,2010,Severe Storm,1
46093,2014,Severe Storm,1
46093,2017,Severe Storm,1
46093,2019,Flood,1
46093,2020,Biological,2
46093,2020,Severe Storm,1
46095,2001,Flood,1
46095,2004,Severe Storm,1
46095,2005,Coastal Storm,1
46095,2008,Severe Storm,1
46095,2009,Snowstorm,1
46095,2010,Severe Storm,1
46095,2019,Flood,2
46095,2020,Biological,5
46095,2023,Winter Storm,1
46097,2005,Coastal Storm,1
46097,2006,Severe Storm,1
46097,2007,Severe Storm,1
46097,2010,Flood,1
46097,2010,Severe Storm,1
46097,2011,Flood,1
46097,2019,Flood,1
46097,2020,Biological,2
46097,2020,Severe Storm,1
46097,2022,Severe Storm,1
46099,2004,Severe Storm,1
46099,2005,Coastal Storm,1
46099,2010,Severe Storm,1
46099,2013,Severe Storm,1
46099,2014,Flood,1
46099,2019,Flood,1
46099,2020,Biological,2
46099,2020,Severe Storm,1
46099,2022,Severe Storm,1
46101,2001,Flood,1
46101,2005,Coastal Storm,1
46101,2008,Severe Storm,1
46101,2010,Flood,1
46101,2011,Flood,1
46101,2011,Severe Storm,1
46101,2019,Flood,1
46101,2020,Biological,2
46101,2020,Severe Storm,1
46101,2022,Severe Storm,1
46103,2000,Severe Storm,1
46103,2002,Fire,1
46103,2004,Fire,1
46103,2005,Coastal Storm,1
46103,2005,Fire,1
46103,2014,Severe Storm,1
46103,2017,Severe Storm,1
46103,2019,Flood,2
46103,2020,Biological,2
46103,2021,Fire,1
46103,2022,Fire,1
46105,2005,Coastal Storm,1
46105,2006,Severe Storm,1
46105,2008,Severe Storm,1
46105,2008,Snowstorm,1
46105,2009,Severe Storm,1
46105,2009,Snowstorm,1
46105,2010,Severe Storm,4
46105,2011,Flood,1
46105,2014,Flood,1
46105,2014,Severe Storm,1
46105,2017,Severe Storm,1
46105,2019,Flood,1
46105,2020,Biological,7
46107,2005,Coastal Storm,1
46107,2005,Severe Storm,1
46107,2010,Severe Storm,1
46107,2011,Flood,1
46107,2019,Flood,1
46107,2020,Biological,27
46107,2023,Winter Storm,1
46109,2001,Flood,1
46109,2005,Coastal Storm,1
46109,2006,Severe Storm,1
46109,2007,Severe Storm,1
46109,2009,Severe Storm,1
46109,2010,Flood,1
46109,2010,Severe Storm,1
46109,2011,Flood,1
46109,2017,Severe Storm,1
46109,2019,Flood,1
46109,2020,Biological,2
46109,2022,Severe Storm,1
46109,2023,Winter Storm,1
46111,2001,Flood,1
46111,2005,Coastal Storm,1
46111,2006,Severe Storm,1
46111,2007,Severe Storm,1
46111,2010,Flood,1
46111,2010,Severe Storm,1
46111,2011,Flood,1
46111,2019,Flood,2
46111,2020,Biological,2
46111,2020,Severe Storm,1
46113,2000,Severe Storm,1
46113,2005,Coastal Storm,1
46113,2009,Snowstorm,1
46113,2010,Severe Storm,1
46113,2012,Fire,1
46113,2013,Severe Storm,1
46113,2014,Severe Storm,1
46113,2015,Severe Storm,1
46113,2019,Flood,1
46113,2020,Biological,2
46113,2023,Winter Storm,1
46115,2001,Flood,1
46115,2005,Coastal Storm,1
46115,2005,Severe Storm,1
46115,2006,Severe Storm,1
46115,2007,Severe Storm,1
46115,2009,Severe Storm,1
46115,2010,Flood,1
46115,2011,Flood,1
46115,2013,Severe Storm,1
46115,2019,Flood,1
46115,2020,Biological,2
46115,2022,Severe Storm,1
46117,2005,Coastal Storm,1
46117,2005,Severe Storm,1
46117,2008,Severe Storm,1
46117,2011,Flood,1
46117,2015,Severe Storm,1
46117,2017,Severe Storm,1
46117,2020,Biological,2
46117,2023,Winter Storm,1
46119,2005,Coastal Storm,1
46119,2005,Severe Storm,1
46119,2010,Flood,1
46119,2010,Severe Storm,1
46119,2011,Flood,1
46119,2017,Severe Storm,1
46119,2019,Flood,1
46119,2020,Biological,2
46121,2001,Flood,1
46121,2004,Severe Storm,1
46121,2005,Coastal Storm,1
46121,2009,Snowstorm,1
46121,2010,Severe Storm,1
46121,2019,Flood,2
46121,2020,Biological,2
46121,2023,Winter Storm,1
46123,2001,Flood,1
46123,2004,Severe Storm,1
46123,2005,Coastal Storm,1
46123,2007,Severe Storm,1
46123,2008,Severe Storm,1
46123,2010,Flood,1
46123,2010,Severe Storm,1
46123,2019,Flood,2
46123,2020,Biological,2
46123,2020,Severe Storm,1
46123,2023,Winter Storm,1
46125,2001,Flood,1
46125,2004,Severe Storm,1
46125,2005,Coastal Storm,1
46125,2008,Severe Storm,1
46125,2010,Severe Storm,3
46125,2010,Flood,1
46125,2013,Severe Storm,1
46125,2014,Flood,1
46125,2019,Flood,2
46125,2020,Biological,2
46125,2020,Severe Storm,1
46125,2022,Severe Storm,1
46127,2005,Coastal Storm,1
46127,2010,Flood,1
46127,2010,Severe Storm,1
46127,2011,Flood,1
46127,2011,Severe Storm,1
46127,2013,Severe Storm,1
46127,2014,Flood,1
46127,2019,Flood,2
46127,2020,Biological,2
46127,2020,Severe Storm,1
46129,2005,Coastal Storm,1
46129,2010,Severe Storm,1
46129,2019,Flood,2
46129,2020,Biological,2
46135,2004,Severe Storm,1
46135,2005,Coastal Storm,1
46135,2007,Severe Storm,1
46135,2010,Severe Storm,1
46135,2011,Flood,1
46135,2019,Flood,1
46135,2020,Biological,2
46135,2020,Severe Storm,1
46137,2005,Coastal Storm,1
46137,2008,Severe Storm,1
46137,2009,Severe Storm,1
46137,2009,Snowstorm,1
46137,2010,Severe Storm,3
46137,2014,Flood,1
46137,2014,Severe Storm,1
46137,2017,Severe Storm,1
46137,2019,Flood,2
46137,2020,Biological,3
46137,2023,Winter Storm,1
47001,2000,Severe Storm,1
47001,2001,Fire,1
47001,2002,Severe Storm,1
47001,2003,Severe Storm,3
47001,2005,Hurricane,1
47001,2011,Severe Storm,1
47001,2014,Severe Storm,1
47001,2015,Severe Ice Storm,1
47001,2019,Flood,1
47001,2020,Biological,2
47003,2002,Severe Storm,1
47003,2003,Severe Storm,2
47003,2005,Hurricane,1
47003,2015,Severe Ice Storm,1
47003,2019,Flood,1
47003,2020,Biological,2
47003,2021,Severe Ice Storm,1
47005,2000,Severe Storm,1
47005,2003,Severe Storm,1
47005,2005,Hurricane,1
47005,2006,Severe Storm,1
47005,2008,Severe Storm,1
47005,2009,Severe Storm,1
47005,2010,Severe Storm,1
47005,2011,Severe Storm,2
47005,2020,Biological,2
47005,2020,Severe Storm,2
47005,2020,Tornado,1
47005,2023,Severe Storm,1
47007,2002,Fire,1
47007,2002,Severe Storm,1
47007,2003,Severe Storm,3
47007,2005,Hurricane,1
47007,2011,Severe Storm,1
47007,2014,Severe Storm,1
47007,2015,Severe Ice Storm,1
47007,2017,Fire,1
47007,2019,Flood,1
47007,2020,Biological,2
47007,2023,Severe Storm,1
47009,2002,Severe Storm,1
47009,2003,Severe Storm,1
47009,2005,Hurricane,1
47009,2011,Severe Storm,1
47009,2015,Severe Ice Storm,1
47009,2017,Fire,1
47009,2017,Severe Storm,1
47009,2019,Flood,1
47009,2020,Biological,2
47011,2003,Severe Storm,1
47011,2005,Hurricane,1
47011,2011,Severe Storm,1
47011,2012,Severe Storm,1
47011,2020,Biological,2
47011,2020,Severe Storm,1
47013,2003,Severe Storm,2
47013,2005,Hurricane,1
47013,2005,Severe Storm,1
47013,2010,Severe Storm,1
47013,2011,Severe Storm,1
47013,2015,Severe Ice Storm,1
47013,2019,Flood,1
47013,2020,Biological,2
47013,2020,Severe Storm,1
47013,2021,Tornado,1
47013,2023,Severe Storm,1
47015,2002,Severe Storm,1
47015,2003,Severe Storm,2
47015,2005,Hurricane,1
47015,2006,Severe Storm,1
47015,2010,Severe Storm,1
47015,2020,Biological,2
47015,2021,Severe Ice Storm,1
