Year,FIPS,Name,Percentage of family or people whose have income in the last 12 months below poverty level,Median family income (dollars)
2018,25013,"Hampden County, Massachusetts",47527.0,7467
2018,25009,"Essex County, Massachusetts",52326.0,35658
2018,25011,"Franklin County, Massachusetts",46492.0,1091
2018,25027,"Worcester County, Massachusetts",50480.0,26408
2018,25015,"Hampshire County, Massachusetts",55798.0,4239
2018,26115,"Monroe County, Michigan",44199.0,1990
2018,26125,"Oakland County, Michigan",51989.0,51439
2018,26121,"Muskegon County, Michigan",38817.0,1691
2018,26087,"Lapeer County, Michigan",40393.0,1062
2018,26139,"Ottawa County, Michigan",40151.0,4407
2018,26021,"Berrien County, Michigan",36682.0,2156
2018,26065,"Ingham County, Michigan",42499.0,4756
2018,26159,"Van Buren County, Michigan",37405.0,742
2018,30029,"Flathead County, Montana",35399.0,1727
2018,31109,"Lancaster County, Nebraska",40165.0,4974
2018,31055,"Douglas County, Nebraska",44427.0,13312
2018,49057,"Weber County, Utah",36484.0,2631
2018,49035,"Salt Lake County, Utah",41489.0,27100
2018,49005,"Cache County, Utah",32896.0,1094
2018,51095,"James City County, Virginia",45807.0,3738
2018,51087,"Henrico County, Virginia",46422.0,10627
2018,51177,"Spotsylvania County, Virginia",46734.0,3920
2018,51121,"Montgomery County, Virginia",45076.0,1552
2018,51107,"Loudoun County, Virginia",71662.0,38100
2018,51153,"Prince William County, Virginia",55115.0,21312
2018,51061,"Fauquier County, Virginia",56392.0,3055
2018,05051,"Garland County, Arkansas",35930.0,789
2018,05143,"Washington County, Arkansas",37219.0,4034
2018,05031,"Craighead County, Arkansas",36716.0,1075
2018,05085,"Lonoke County, Arkansas",39022.0,848
2018,05119,"Pulaski County, Arkansas",40234.0,9366
2018,06047,"Merced County, California",37087.0,3030
2018,06013,"Contra Costa County, California",61969.0,68903
2018,06099,"Stanislaus County, California",41513.0,7849
2018,06083,"Santa Barbara County, California",42376.0,12993
2018,13077,"Coweta County, Georgia",41163.0,2994
2018,13297,"Walton County, Georgia",39095.0,1114
2018,13057,"Cherokee County, Georgia",50075.0,8925
2018,13113,"Fayette County, Georgia",49896.0,6504
2018,13121,"Fulton County, Georgia",52196.0,50223
2018,15001,"Hawaii County, Hawaii",40975.0,3346
2018,15003,"Honolulu County, Hawaii",43855.0,29489
2018,15007,"Kauai County, Hawaii",36749.0,1499
2018,16055,"Kootenai County, Idaho",35571.0,1908
2018,16083,"Twin Falls County, Idaho",35584.0,889
2018,16001,"Ada County, Idaho",43261.0,11117
2018,48021,"Bastrop County, Texas",40870.0,835
2018,49049,"Utah County, Utah",37052.0,10046
2018,20173,"Sedgwick County, Kansas",40639.0,7278
2018,20045,"Douglas County, Kansas",40944.0,1923
2018,42017,"Bucks County, Pennsylvania",51887.0,31759
2018,42077,"Lehigh County, Pennsylvania",41867.0,8132
2018,42079,"Luzerne County, Pennsylvania",37696.0,3669
2018,42037,"Columbia County, Pennsylvania",36570.0,626
2018,44003,"Kent County, Rhode Island",50604.0,4574
2018,44009,"Washington County, Rhode Island",50831.0,4834
2018,45085,"Sumter County, South Carolina",32739.0,924
2018,45031,"Darlington County, South Carolina",30489.0,832
2018,45091,"York County, South Carolina",41317.0,7413
2018,46099,"Minnehaha County, South Dakota",38831.0,1894
2018,26055,"Grand Traverse County, Michigan",41132.0,1979
2018,26163,"Wayne County, Michigan",40521.0,22865
2018,26049,"Genesee County, Michigan",36718.0,4466
2018,32003,"Clark County, Nevada",39621.0,34736
2018,33005,"Cheshire County, New Hampshire",43104.0,1446
2018,33009,"Grafton County, New Hampshire",43347.0,2165
2018,33015,"Rockingham County, New Hampshire",51026.0,12560
2018,33011,"Hillsborough County, New Hampshire",46512.0,15751
2018,34021,"Mercer County, New Jersey",53256.0,16933
2018,34011,"Cumberland County, New Jersey",36226.0,1594
2018,34035,"Somerset County, New Jersey",71402.0,26715
2018,34029,"Ocean County, New Jersey",50427.0,15630
2018,34001,"Atlantic County, New Jersey",42871.0,6049
2018,34023,"Middlesex County, New Jersey",52859.0,32646
2018,34033,"Salem County, New Jersey",37592.0,1230
2018,34009,"Cape May County, New Jersey",48697.0,2837
2018,34007,"Camden County, New Jersey",46470.0,13335
2018,34039,"Union County, New Jersey",51551.0,23453
2018,34017,"Hudson County, New Jersey",51958.0,23664
2018,34019,"Hunterdon County, New Jersey",70538.0,9771
2018,34027,"Morris County, New Jersey",66206.0,38738
2018,35031,"McKinley County, New Mexico",27022.0,400
2018,35043,"Sandoval County, New Mexico",36080.0,1958
2018,35045,"San Juan County, New Mexico",37227.0,736
2018,28067,"Jones County, Mississippi",32289.0,565
2018,51085,"Hanover County, Virginia",50061.0,4304
2018,51550,"Chesapeake city, Virginia",45924.0,5599
2018,51003,"Albemarle County, Virginia",51916.0,5079
2018,51019,"Bedford County, Virginia",41336.0,996
2018,51740,"Portsmouth city, Virginia",31318.0,528
2018,51810,"Virginia Beach city, Virginia",43040.0,10921
2018,51700,"Newport News city, Virginia",34129.0,1563
2018,51069,"Frederick County, Virginia",46727.0,2508
2018,51680,"Lynchburg city, Virginia",31705.0,431
2018,51199,"York County, Virginia",43024.0,2085
2018,51770,"Roanoke city, Virginia",32165.0,1634
2018,51800,"Suffolk city, Virginia",46675.0,2092
2018,51710,"Norfolk city, Virginia",32244.0,2880
2018,51041,"Chesterfield County, Virginia",48206.0,8921
2018,51059,"Fairfax County, Virginia",67347.0,89453
2018,53005,"Benton County, Washington",43792.0,4736
2018,53011,"Clark County, Washington",45895.0,10947
2018,53045,"Mason County, Washington",41780.0,714
2018,53057,"Skagit County, Washington",38969.0,2202
2018,53063,"Spokane County, Washington",41533.0,8850
2018,53007,"Chelan County, Washington",32148.0,1254
2018,06067,"Sacramento County, California",49688.0,31798
2018,06017,"El Dorado County, California",55704.0,8942
2018,06053,"Monterey County, California",40231.0,10170
2018,06075,"San Francisco County, California",80879.0,60347
2018,06073,"San Diego County, California",48698.0,105408
2018,06107,"Tulare County, California",36255.0,5739
2018,06023,"Humboldt County, California",34614.0,1317
2018,06039,"Madera County, California",34336.0,1133
2018,06087,"Santa Cruz County, California",56368.0,12651
2018,06065,"Riverside County, California",40944.0,45215
2018,06071,"San Bernardino County, California",40890.0,32801
2018,06041,"Marin County, California",76259.0,25974
2018,06061,"Placer County, California",61516.0,17124
2018,06089,"Shasta County, California",44493.0,2337
2018,06095,"Solano County, California",52313.0,12915
2018,32031,"Washoe County, Nevada",41402.0,9621
2018,33013,"Merrimack County, New Hampshire",42722.0,3790
2018,33017,"Strafford County, New Hampshire",42474.0,2940
2018,34025,"Monmouth County, New Jersey",59034.0,40685
2018,34037,"Sussex County, New Jersey",52243.0,6530
2018,34013,"Essex County, New Jersey",49588.0,33058
2018,34015,"Gloucester County, New Jersey",54047.0,10466
2018,34031,"Passaic County, New Jersey",47251.0,16375
2018,34003,"Bergen County, New Jersey",60235.0,63662
2018,34041,"Warren County, New Jersey",47023.0,3768
2018,34005,"Burlington County, New Jersey",51318.0,17498
2018,28049,"Hinds County, Mississippi",33046.0,1201
2018,28035,"Forrest County, Mississippi",30829.0,420
2018,51165,"Rockingham County, Virginia",35780.0,930
2018,51015,"Augusta County, Virginia",41042.0,612
2018,51161,"Roanoke County, Virginia",41418.0,1532
2018,49011,"Davis County, Utah",40421.0,6646
2018,51510,"Alexandria city, Virginia",75857.0,9474
2018,51650,"Hampton city, Virginia",38468.0,1585
2018,51013,"Arlington County, Virginia",80892.0,18747
2018,28089,"Madison County, Mississippi",45972.0,4994
2018,28121,"Rankin County, Mississippi",38138.0,1502
2018,28059,"Jackson County, Mississippi",37343.0,984
2018,28047,"Harrison County, Mississippi",32480.0,2065
2018,28075,"Lauderdale County, Mississippi",35630.0,504
2018,28081,"Lee County, Mississippi",31952.0,1163
2018,42043,"Dauphin County, Pennsylvania",43845.0,5938
2018,37027,"Caldwell County, North Carolina",35494.0,353
2018,37035,"Catawba County, North Carolina",35779.0,1871
2018,53033,"King County, Washington",61336.0,125832
2018,53077,"Yakima County, Washington",32032.0,1610
2018,53009,"Clallam County, Washington",41591.0,1340
2018,53015,"Cowlitz County, Washington",35940.0,1341
2018,53041,"Lewis County, Washington",42374.0,636
2018,53029,"Island County, Washington",40619.0,2212
2018,53053,"Pierce County, Washington",46279.0,20754
2018,53021,"Franklin County, Washington",36884.0,852
2018,53073,"Whatcom County, Washington",41440.0,3438
2018,54107,"Wood County, West Virginia",30705.0,648
2018,53035,"Kitsap County, Washington",42296.0,7518
2018,54011,"Cabell County, West Virginia",32267.0,1038
2018,54033,"Harrison County, West Virginia",32935.0,599
2018,54081,"Raleigh County, West Virginia",30846.0,398
2018,72025,"Caguas Municipio, Puerto Rico",26211.0,920
2018,28033,"DeSoto County, Mississippi",38535.0,2229
2018,42045,"Delaware County, Pennsylvania",50116.0,21779
2018,37067,"Forsyth County, North Carolina",38533.0,6556
2018,37031,"Carteret County, North Carolina",32990.0,841
2018,37045,"Cleveland County, North Carolina",32042.0,516
2018,37049,"Craven County, North Carolina",35572.0,1188
2018,37085,"Harnett County, North Carolina",31409.0,818
2018,37089,"Henderson County, North Carolina",35083.0,1863
2018,37097,"Iredell County, North Carolina",35807.0,4062
2018,37119,"Mecklenburg County, North Carolina",42129.0,36176
2018,37147,"Pitt County, North Carolina",39203.0,919
2018,37159,"Rowan County, North Carolina",35926.0,1017
2018,37179,"Union County, North Carolina",45257.0,8134
2018,37193,"Wilkes County, North Carolina",35390.0,867
2018,37127,"Nash County, North Carolina",31676.0,1436
2018,37195,"Wilson County, North Carolina",32236.0,1080
2018,37151,"Randolph County, North Carolina",36399.0,1064
2018,37051,"Cumberland County, North Carolina",36352.0,2207
2018,37081,"Guilford County, North Carolina",38264.0,10399
2018,37155,"Robeson County, North Carolina",30836.0,245
2018,37183,"Wake County, North Carolina",50038.0,45171
2018,37069,"Franklin County, North Carolina",42877.0,1304
2018,37019,"Brunswick County, North Carolina",36880.0,2124
2018,37109,"Lincoln County, North Carolina",40244.0,2171
2018,37135,"Orange County, North Carolina",51368.0,7505
2018,37171,"Surry County, North Carolina",36023.0,832
2018,37021,"Buncombe County, North Carolina",39034.0,4758
2018,72127,"San Juan Municipio, Puerto Rico",26254.0,2829
2018,17119,"Madison County, Illinois",44559.0,4492
2018,17091,"Kankakee County, Illinois",39098.0,1128
2018,17043,"DuPage County, Illinois",53556.0,48310
2018,17099,"LaSalle County, Illinois",39322.0,1449
2018,17031,"Cook County, Illinois",49969.0,148885
2018,17115,"Macon County, Illinois",36639.0,1514
2018,20209,"Wyandotte County, Kansas",35714.0,705
2018,20015,"Butler County, Kansas",42084.0,502
2018,20103,"Leavenworth County, Kansas",40686.0,1375
2018,20161,"Riley County, Kansas",40545.0,1011
2018,21111,"Jefferson County, Kentucky",41538.0,15967
2018,26093,"Livingston County, Michigan",45678.0,6042
2018,26077,"Kalamazoo County, Michigan",44027.0,4934
2018,26103,"Marquette County, Michigan",35437.0,637
2018,26025,"Calhoun County, Michigan",33091.0,1441
2018,26081,"Kent County, Michigan",41415.0,14812
2018,26145,"Saginaw County, Michigan",37820.0,2390
2018,26155,"Shiawassee County, Michigan",35339.0,744
2018,26017,"Bay County, Michigan",37363.0,504
2018,27053,"Hennepin County, Minnesota",54438.0,52532
2018,27109,"Olmsted County, Minnesota",51478.0,5519
2018,37057,"Davidson County, North Carolina",36348.0,1569
2018,37025,"Cabarrus County, North Carolina",42356.0,5531
2018,37063,"Durham County, North Carolina",46027.0,8571
2018,37129,"New Hanover County, North Carolina",40470.0,4066
2018,37191,"Wayne County, North Carolina",32326.0,1338
2018,37001,"Alamance County, North Carolina",37301.0,1571
2018,38035,"Grand Forks County, North Dakota",36944.0,1015
2018,38015,"Burleigh County, North Dakota",45666.0,2300
2018,39061,"Hamilton County, Ohio",44478.0,21447
2018,39049,"Franklin County, Ohio",42488.0,25473
2018,18157,"Tippecanoe County, Indiana",36403.0,2065
2018,18057,"Hamilton County, Indiana",51898.0,17925
2018,18005,"Bartholomew County, Indiana",39190.0,933
2018,18019,"Clark County, Indiana",40573.0,1144
2018,18063,"Hendricks County, Indiana",45689.0,3635
2018,18053,"Grant County, Indiana",35190.0,169
2018,19061,"Dubuque County, Iowa",38426.0,1671
2018,06007,"Butte County, California",39523.0,2966
2018,06031,"Kings County, California",44562.0,1400
2018,06079,"San Luis Obispo County, California",47908.0,8145
2018,06019,"Fresno County, California",39692.0,12918
2018,06029,"Kern County, California",36237.0,9990
2018,06059,"Orange County, California",51018.0,133317
2018,06111,"Ventura County, California",47542.0,28482
2018,06101,"Sutter County, California",38270.0,1145
2018,06081,"San Mateo County, California",71720.0,63439
2018,06077,"San Joaquin County, California",41046.0,12893
2018,08031,"Denver County, Colorado",51551.0,23310
2018,08123,"Weld County, Colorado",45613.0,6811
2018,08035,"Douglas County, Colorado",60936.0,24532
2018,08069,"Larimer County, Colorado",45707.0,8278
2018,17111,"McHenry County, Illinois",50238.0,10008
2018,17163,"St. Clair County, Illinois",41483.0,3881
2018,17019,"Champaign County, Illinois",43890.0,3800
2018,17089,"Kane County, Illinois",45006.0,16858
2018,17093,"Kendall County, Illinois",50994.0,2528
2018,17201,"Winnebago County, Illinois",38363.0,3818
2018,51760,"Richmond city, Virginia",42103.0,4215
2018,53067,"Thurston County, Washington",48144.0,5217
2018,53027,"Grays Harbor County, Washington",36861.0,577
2018,53025,"Grant County, Washington",36136.0,632
2018,53061,"Snohomish County, Washington",50105.0,26265
2018,48453,"Travis County, Texas",50776.0,50145
2018,48213,"Henderson County, Texas",37685.0,1053
2018,48157,"Fort Bend County, Texas",51884.0,36408
2018,48355,"Nueces County, Texas",36096.0,5270
2018,48291,"Liberty County, Texas",34080.0,562
2018,48091,"Comal County, Texas",48920.0,5808
2018,27139,"Scott County, Minnesota",51792.0,6454
2018,39101,"Marion County, Ohio",33742.0,335
2018,39157,"Tuscarawas County, Ohio",35432.0,1140
2018,39169,"Wayne County, Ohio",32049.0,1120
2018,39017,"Butler County, Ohio",40148.0,7875
2018,39089,"Licking County, Ohio",41887.0,3051
2018,39139,"Richland County, Ohio",35166.0,711
2018,39063,"Hancock County, Ohio",38752.0,880
2018,39025,"Clermont County, Ohio",42287.0,3907
2018,39045,"Fairfield County, Ohio",43632.0,1882
2018,39081,"Jefferson County, Ohio",35479.0,472
2018,39133,"Portage County, Ohio",44601.0,2158
2018,39013,"Belmont County, Ohio",32036.0,591
2018,39119,"Muskingum County, Ohio",33230.0,541
2018,39009,"Athens County, Ohio",34771.0,225
2018,39103,"Medina County, Ohio",46702.0,4687
2018,39095,"Lucas County, Ohio",37743.0,5755
2018,39151,"Stark County, Ohio",39455.0,3993
2018,39041,"Delaware County, Ohio",61713.0,11751
2018,39055,"Geauga County, Ohio",45483.0,4386
2018,39085,"Lake County, Ohio",47927.0,4423
2018,39141,"Ross County, Ohio",38627.0,403
2018,39035,"Cuyahoga County, Ohio",42879.0,26462
2018,39109,"Miami County, Ohio",40624.0,1131
2018,39155,"Trumbull County, Ohio",34773.0,1627
2018,39173,"Wood County, Ohio",43384.0,2985
2018,40143,"Tulsa County, Oklahoma",37523.0,13308
2018,19163,"Scott County, Iowa",39309.0,3237
2018,20091,"Johnson County, Kansas",51234.0,25947
2018,20177,"Shawnee County, Kansas",40848.0,2506
2018,21037,"Campbell County, Kentucky",43192.0,1170
2018,08014,"Broomfield County, Colorado",55230.0,3837
2018,10005,"Sussex County, Delaware",35624.0,4420
2018,11001,"District of Columbia, District of Columbia",70911.0,36805
2018,09009,"New Haven County, Connecticut",51845.0,27143
2018,09003,"Hartford County, Connecticut",55454.0,32890
2018,37157,"Rockingham County, North Carolina",35953.0,833
2018,37071,"Gaston County, North Carolina",37933.0,2559
2018,37125,"Moore County, North Carolina",39027.0,2557
2018,37037,"Chatham County, North Carolina",44686.0,3097
2018,37101,"Johnston County, North Carolina",36942.0,2500
2018,37133,"Onslow County, North Carolina",30985.0,693
2018,37161,"Rutherford County, North Carolina",31856.0,830
2018,37023,"Burke County, North Carolina",32186.0,1359
2018,38101,"Ward County, North Dakota",39715.0,1063
2018,38017,"Cass County, North Dakota",41758.0,5707
2018,39057,"Greene County, Ohio",47276.0,4369
2018,39043,"Erie County, Ohio",35401.0,791
2018,39153,"Summit County, Ohio",42375.0,10713
2018,54061,"Monongalia County, West Virginia",45091.0,2212
2018,54039,"Kanawha County, West Virginia",32426.0,3117
2018,40119,"Payne County, Oklahoma",36568.0,1283
2018,40125,"Pottawatomie County, Oklahoma",33079.0,525
2018,40037,"Creek County, Oklahoma",36600.0,770
2018,40109,"Oklahoma County, Oklahoma",36380.0,15426
2018,40131,"Rogers County, Oklahoma",37221.0,2116
2018,40027,"Cleveland County, Oklahoma",36869.0,4018
2018,41047,"Marion County, Oregon",39371.0,3352
2018,41019,"Douglas County, Oregon",35807.0,710
2018,41053,"Polk County, Oregon",40695.0,983
2018,41017,"Deschutes County, Oregon",41619.0,5297
2018,41043,"Linn County, Oregon",36615.0,1426
2018,41071,"Yamhill County, Oregon",42048.0,1720
2018,21093,"Hardin County, Kentucky",36436.0,1299
2018,21067,"Fayette County, Kentucky",41209.0,6556
2018,21145,"McCracken County, Kentucky",36858.0,1279
2018,21117,"Kenton County, Kentucky",41420.0,3567
2018,22079,"Rapides Parish, Louisiana",32695.0,1047
2018,22105,"Tangipahoa Parish, Louisiana",41798.0,921
2018,23019,"Penobscot County, Maine",36634.0,1266
2018,23001,"Androscoggin County, Maine",37290.0,1037
2018,23005,"Cumberland County, Maine",51162.0,8913
2018,23031,"York County, Maine",45306.0,3367
2018,25001,"Barnstable County, Massachusetts",51309.0,6300
2018,25003,"Berkshire County, Massachusetts",43823.0,2652
2018,25023,"Plymouth County, Massachusetts",57117.0,22330
2018,21047,"Christian County, Kentucky",31840.0,805
2018,21059,"Daviess County, Kentucky",33787.0,922
2018,01081,"Lee County, Alabama",40610.0,2798
2018,01073,"Jefferson County, Alabama",41325.0,13655
2018,01077,"Lauderdale County, Alabama",35122.0,1548
2018,01083,"Limestone County, Alabama",32521.0,1063
2018,01117,"Shelby County, Alabama",44617.0,5721
2018,01003,"Baldwin County, Alabama",32922.0,4660
2018,01051,"Elmore County, Alabama",36771.0,823
2018,01121,"Talladega County, Alabama",31651.0,530
2018,01103,"Morgan County, Alabama",33244.0,999
2018,41003,"Benton County, Oregon",44846.0,2008
2018,41035,"Klamath County, Oregon",36175.0,282
2018,41051,"Multnomah County, Oregon",51655.0,24527
2018,42039,"Crawford County, Pennsylvania",36823.0,619
2018,42049,"Erie County, Pennsylvania",35937.0,2580
2018,42107,"Schuylkill County, Pennsylvania",40020.0,1268
2018,42001,"Adams County, Pennsylvania",38222.0,1241
2018,42005,"Armstrong County, Pennsylvania",39734.0,716
2018,42025,"Carbon County, Pennsylvania",44187.0,100
2018,42027,"Centre County, Pennsylvania",43852.0,2589
2018,42097,"Northumberland County, Pennsylvania",35420.0,578
2018,42095,"Northampton County, Pennsylvania",46718.0,6490
2018,42007,"Beaver County, Pennsylvania",39511.0,1655
2018,42069,"Lackawanna County, Pennsylvania",36358.0,2160
2018,42051,"Fayette County, Pennsylvania",35397.0,1154
2018,42091,"Montgomery County, Pennsylvania",57335.0,42772
2018,42033,"Clearfield County, Pennsylvania",35409.0,533
2018,42075,"Lebanon County, Pennsylvania",35670.0,1439
2018,42081,"Lycoming County, Pennsylvania",33898.0,1251
2018,42019,"Butler County, Pennsylvania",45621.0,5190
2018,42071,"Lancaster County, Pennsylvania",40975.0,9679
2018,42085,"Mercer County, Pennsylvania",35808.0,1163
2018,44005,"Newport County, Rhode Island",56409.0,3288
2018,44007,"Providence County, Rhode Island",42242.0,9396
2018,45003,"Aiken County, South Carolina",37746.0,2341
2018,26005,"Allegan County, Michigan",40252.0,903
2018,26073,"Isabella County, Michigan",33937.0,626
2018,26111,"Midland County, Michigan",43122.0,2086
2018,26037,"Clinton County, Michigan",41713.0,994
2018,26091,"Lenawee County, Michigan",39414.0,1151
2018,26147,"St. Clair County, Michigan",39173.0,2018
2018,26161,"Washtenaw County, Michigan",52382.0,13621
2018,26075,"Jackson County, Michigan",36690.0,1429
2018,26099,"Macomb County, Michigan",41864.0,12950
2018,26045,"Eaton County, Michigan",43868.0,1460
2018,27131,"Rice County, Minnesota",42428.0,1044
2018,27141,"Sherburne County, Minnesota",45113.0,1142
2018,27019,"Carver County, Minnesota",59226.0,5767
2018,27123,"Ramsey County, Minnesota",46927.0,13585
2018,27171,"Wright County, Minnesota",45718.0,3510
2018,01115,"St. Clair County, Alabama",40142.0,1099
2018,25021,"Norfolk County, Massachusetts",67170.0,47995
2018,01043,"Cullman County, Alabama",31836.0,711
2018,01069,"Houston County, Alabama",34240.0,1058
2018,01125,"Tuscaloosa County, Alabama",35284.0,2719
2018,01055,"Etowah County, Alabama",29584.0,651
2018,01127,"Walker County, Alabama",33355.0,246
2018,17001,"Adams County, Illinois",35415.0,942
2018,17037,"DeKalb County, Illinois",40884.0,1144
2018,17183,"Vermilion County, Illinois",33165.0,335
2018,17197,"Will County, Illinois",50035.0,23758
2018,17199,"Williamson County, Illinois",36305.0,498
2018,17179,"Tazewell County, Illinois",45445.0,1938
2018,18091,"LaPorte County, Indiana",35827.0,1135
2018,18127,"Porter County, Indiana",39557.0,3046
2018,21185,"Oldham County, Kentucky",49277.0,3977
2018,21227,"Warren County, Kentucky",34972.0,1252
2018,21029,"Bullitt County, Kentucky",39270.0,564
2018,21015,"Boone County, Kentucky",49991.0,3214
2018,21151,"Madison County, Kentucky",35471.0,1249
2018,01049,"DeKalb County, Alabama",27082.0,798
2018,01097,"Mobile County, Alabama",33806.0,3641
2018,01015,"Calhoun County, Alabama",33213.0,874
2018,27013,"Blue Earth County, Minnesota",36603.0,671
2018,27137,"St. Louis County, Minnesota",40765.0,2543
2018,27003,"Anoka County, Minnesota",48628.0,7040
2018,27145,"Stearns County, Minnesota",42797.0,2587
2018,27037,"Dakota County, Minnesota",51739.0,15481
2018,42111,"Somerset County, Pennsylvania",31529.0,563
2018,45015,"Berkeley County, South Carolina",40551.0,2432
2018,45063,"Lexington County, South Carolina",39395.0,3821
2018,45073,"Oconee County, South Carolina",37222.0,1286
2018,45019,"Charleston County, South Carolina",45629.0,13403
2018,45007,"Anderson County, South Carolina",35849.0,2003
2018,45047,"Greenwood County, South Carolina",30378.0,494
2018,45051,"Horry County, South Carolina",33329.0,4136
2018,45055,"Kershaw County, South Carolina",36252.0,471
2018,45075,"Orangeburg County, South Carolina",35226.0,471
2018,45083,"Spartanburg County, South Carolina",33770.0,3743
2018,45013,"Beaufort County, South Carolina",36778.0,4757
2018,45079,"Richland County, South Carolina",37560.0,5987
2018,45045,"Greenville County, South Carolina",40318.0,10080
2018,45057,"Lancaster County, South Carolina",40340.0,1398
2018,45035,"Dorchester County, South Carolina",41049.0,2697
2018,45041,"Florence County, South Carolina",31885.0,1412
2018,45059,"Laurens County, South Carolina",30829.0,453
2018,45077,"Pickens County, South Carolina",36923.0,1510
2018,27163,"Washington County, Minnesota",56485.0,11570
2018,06115,"Yuba County, California",36667.0,317
2018,06097,"Sonoma County, California",51319.0,16951
2018,06025,"Imperial County, California",38112.0,766
2018,06001,"Alameda County, California",64506.0,102310
2018,06055,"Napa County, California",51950.0,5444
2018,06113,"Yolo County, California",50212.0,6246
2018,06057,"Nevada County, California",47745.0,3014
2018,06045,"Mendocino County, California",35352.0,1098
2018,06037,"Los Angeles County, California",44280.0,264157
2018,06085,"Santa Clara County, California",67330.0,158196
2018,08059,"Jefferson County, Colorado",51088.0,21152
2018,08001,"Adams County, Colorado",40852.0,7340
2018,08013,"Boulder County, Colorado",52033.0,15506
2018,08101,"Pueblo County, Colorado",43818.0,1166
2018,08077,"Mesa County, Colorado",45122.0,1749
2018,08041,"El Paso County, Colorado",40187.0,15938
2018,08005,"Arapahoe County, Colorado",47813.0,20956
2018,10003,"New Castle County, Delaware",47868.0,13987
2018,10001,"Kent County, Delaware",39380.0,2089
2018,09005,"Litchfield County, Connecticut",50181.0,5633
2018,12099,"Palm Beach County, Florida",41367.0,40719
2018,12086,"Miami-Dade County, Florida",34618.0,45668
2018,12119,"Sumter County, Florida",36363.0,514
2018,12071,"Lee County, Florida",38273.0,13917
2018,12021,"Collier County, Florida",39163.0,14575
2018,12101,"Pasco County, Florida",40449.0,7134
2018,12055,"Highlands County, Florida",33768.0,1466
2018,12023,"Columbia County, Florida",33512.0,396
2018,12107,"Putnam County, Florida",31291.0,338
2018,12127,"Volusia County, Florida",35448.0,7323
2018,09011,"New London County, Connecticut",49328.0,6595
2018,09015,"Windham County, Connecticut",43449.0,1969
2018,09007,"Middlesex County, Connecticut",60013.0,6679
2018,09013,"Tolland County, Connecticut",61743.0,5201
2018,09001,"Fairfield County, Connecticut",60874.0,63737
2018,12031,"Duval County, Florida",39629.0,16652
2018,12009,"Brevard County, Florida",39949.0,8380
2018,12019,"Clay County, Florida",38148.0,3083
2018,12069,"Lake County, Florida",36403.0,4551
2018,12089,"Nassau County, Florida",39421.0,1801
2018,12103,"Pinellas County, Florida",40858.0,15900
2018,12105,"Polk County, Florida",33093.0,6823
2018,12111,"St. Lucie County, Florida",34939.0,3128
2018,12061,"Indian River County, Florida",37259.0,3011
2018,12109,"St. Johns County, Florida",50603.0,9768
2018,12117,"Seminole County, Florida",42860.0,12616
2018,12005,"Bay County, Florida",35363.0,1697
2018,12035,"Flagler County, Florida",37734.0,1798
2018,12097,"Osceola County, Florida",31496.0,2804
2018,12131,"Walton County, Florida",36982.0,1221
2018,12083,"Marion County, Florida",30780.0,3314
2018,12095,"Orange County, Florida",37255.0,24816
2018,12001,"Alachua County, Florida",39819.0,4790
2018,12015,"Charlotte County, Florida",38645.0,2505
2018,12085,"Martin County, Florida",40902.0,5389
2018,12115,"Sarasota County, Florida",41225.0,11451
2018,12081,"Manatee County, Florida",36699.0,7529
2018,12017,"Citrus County, Florida",33118.0,1163
2018,12113,"Santa Rosa County, Florida",40123.0,4482
2018,12073,"Leon County, Florida",37370.0,5799
2018,12011,"Broward County, Florida",41422.0,40745
2018,12087,"Monroe County, Florida",38906.0,2612
2018,12053,"Hernando County, Florida",34373.0,1508
2018,12057,"Hillsborough County, Florida",40610.0,33840
2018,13095,"Dougherty County, Georgia",32294.0,580
2018,18167,"Vigo County, Indiana",37359.0,1118
2018,18011,"Boone County, Indiana",46807.0,2876
2018,18089,"Lake County, Indiana",40429.0,5768
2018,18059,"Hancock County, Indiana",42351.0,1395
2018,18067,"Howard County, Indiana",41691.0,898
2018,18095,"Madison County, Indiana",35884.0,812
2018,36071,"Orange County, New York",47157.0,12234
2018,55117,"Sheboygan County, Wisconsin",42825.0,1601
2018,55063,"La Crosse County, Wisconsin",39204.0,2031
2018,55073,"Marathon County, Wisconsin",41787.0,2028
2018,55027,"Dodge County, Wisconsin",40102.0,885
2018,55071,"Manitowoc County, Wisconsin",36650.0,759
2018,55039,"Fond du Lac County, Wisconsin",36682.0,862
2018,55059,"Kenosha County, Wisconsin",41992.0,3029
2018,56021,"Laramie County, Wyoming",41263.0,1643
2018,29077,"Greene County, Missouri",36152.0,3862
2018,46103,"Pennington County, South Dakota",33902.0,1397
2018,47147,"Robertson County, Tennessee",39780.0,1368
2018,47009,"Blount County, Tennessee",35851.0,1536
2018,47113,"Madison County, Tennessee",35433.0,1484
2018,47187,"Williamson County, Tennessee",58158.0,15433
2018,47059,"Greene County, Tennessee",31660.0,628
2018,47141,"Putnam County, Tennessee",32717.0,619
2018,47155,"Sevier County, Tennessee",32004.0,742
2018,47011,"Bradley County, Tennessee",31953.0,885
2018,12033,"Escambia County, Florida",35910.0,4742
2018,12091,"Okaloosa County, Florida",38049.0,2669
2018,13151,"Henry County, Georgia",44287.0,4471
2018,13021,"Bibb County, Georgia",33062.0,1715
