,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Monthly Visits,Operating Status,Closed Date,Website,Twitter,LinkedIn,Founders,Acquisition Status,Acquired by
278,Attentive,"Marketing Automation, Messaging, Mobile, Personalization","New York, New York, United States",Attentive is a personalized mobile messaging platform.,"17,237","143,562",Active,—,attentive.com,View on Twitter,View on LinkedIn,"Andrew Jones, Brian Long, Ethan Lo",Made Acquisitions,—
279,Force Therapeutics,"E-Learning, Health Care, Mobile Apps, Therapeutics, Web Apps","New York, New York, United States",Force Therapeutics provides online and mobile applications that help with the delivery of injury rehabilitation.,"17,510","527,396",Active,—,forcetherapeutics.com,View on Twitter,View on LinkedIn,Bronwyn Spira,—,—
280,Section,"Content Delivery Network, Enterprise Software, Security, Software","Boulder, Colorado, United States","Section is an Edge Compute Platform that enables engineers to run any workload, anywhere, underpinned by modern DevOps principles.","17,598","1,322,682",Active,—,www.section.io/,View on Twitter,View on LinkedIn,Stewart McGrath,—,—
281,RoundTrip,"Health Care, Medical, Transportation","Philadelphia, Pennsylvania, United States",RoundTrip provides on-demand and scheduled non-emergency medical transportation for patients.,"17,697","6,490",Active,—,www.roundtriphealth.com,View on Twitter,View on LinkedIn,"Angela Damiano, Ankit Mathur, Mark Switaj",—,—
282,Diameter Health,"Analytics, Health Care, Information Technology, Predictive Analytics","Farmington, Connecticut, United States",Diameter Health transforms patient information into the quantity and quality of interoperable data for healthcare organizations.,"17,761","5,925",Active,—,www.diameterhealth.com,View on Twitter,View on LinkedIn,"Eric Rosow, John D'Amore",Was Acquired,Availity
283,Monolith AI,"Analytics, Artificial Intelligence, Cloud Computing, Machine Learning, Product Design, Software","London, England, United Kingdom",Monolith AI develops an AI assistant designed to help engineers improve product development.,"17,763","8,818",Active,—,www.monolithai.com/,View on Twitter,View on LinkedIn,Richard Ahlfeld,—,—
284,AppyParking,"Autonomous Vehicles, Internet of Things, Parking, Smart Cities, Software","London, England, United Kingdom",AppyParking is a kerbside management & technology firm enabling intelligent mobility for cities,"17,931","4,292",Active,—,appyway.com,View on Twitter,View on LinkedIn,Dan Hubert,—,—
285,Payoneer,"B2B, Finance, FinTech, Payments","New York, New York, United States","Payoneer allows global commerce by connecting businesses, professionals, countries, and currencies with its cross-border payment platform.","18,058","14,577,730",Active,—,www.payoneer.com,View on Twitter,View on LinkedIn,"Ben Yaniv Chechik, Kai Stalmann, Yuval Tal",Made Acquisitions,—
286,RWDC Industries,"Advanced Materials, Biotechnology, Manufacturing, Plastics and Rubber Manufacturing","Singapore, Central Region, Singapore","RWDC Industries develops sustainable biodegradable solutions, with a focus on biodegradable, water-based coatings for paper-based packaging.","18,204",—,Active,—,rwdc-industries.com,—,View on LinkedIn,"Dr. Daniel Carraway, Roland Wee",—,—
287,FreshAir Sensor,"Clean Energy, CleanTech, Sensor","Lebanon, New Hampshire, United States",FreshAir Sensor develops sensors to detect hazardous airborne chemicals.,"18,197","2,141",Active,—,www.freshairsensor.com/,View on Twitter,View on LinkedIn,"Jack O’Toole, Joe BelBruno",—,—
288,Outstanding Foods,"Consumer Goods, Food and Beverage, Manufacturing, Nutrition, Snack Food","Venice, California, United States",Oustanding Foods is a manufacturer of plant-based food products and a Better-For-You Snack Brand.,"18,220","6,797",Active,—,www.outstandingfoods.com/,View on Twitter,View on LinkedIn,"Bill Glaser, David Anderson",—,—
289,Nomic,"Biotechnology, Health Diagnostics, Market Research, Nanotechnology","Montréal, Quebec, Canada","Nomic develops a proteomic technology platform designed to understand, detect, and treat diseases with DNA nanotechnology.","18,377",—,Active,—,nomic.bio,View on Twitter,View on LinkedIn,"Arya Tavakoli, David Juncker, Jeff Munzar, Milad Dagher",—,—
290,CivicScience,"Analytics, Apps, Market Research","Pittsburgh, Pennsylvania, United States",CivicScience offers an online polling application that gathers information on topics while respecting the privacy of its providers.,"18,404","54,394",Active,—,civicscience.com,View on Twitter,View on LinkedIn,John Dick,—,—
291,GraphWear Technologies,"Health Care, Medical Device, Nanotechnology","San Francisco, California, United States",The world's first needle free continuous health monitoring platform,"18,849","1,790",Active,—,www.graphwear.co,View on Twitter,View on LinkedIn,"Rajatesh Gudibande, Saurabh Radhakrishnan",—,—
292,TermScout,Legal Tech,"Denver, Colorado, United States","TermScout is a legal tech platform that brings transparency to the contract review process, reducing review time by up to 50%.","19,065","11,753",Active,—,termscout.com,View on Twitter,View on LinkedIn,"Otto Hanson, Peter Fatianow",—,—
293,eFileCabinet,"Document Management, File Sharing, Software","Lehi, Utah, United States","EFileCabinet is an electronic document management solution that helps organizations capture, manage, and protect their data.","19,240","20,234",Active,—,www.efilecabinet.com/,View on Twitter,View on LinkedIn,James Blaylock,—,—
294,Stratio,"Artificial Intelligence, Automotive, Big Data, Fleet Management, Logistics, Machine Learning, SaaS, Transportation","Lisbon, Lisboa, Portugal",The world’s #1 predictive fleet maintenance platform.,"19,289","2,013",Active,—,stratioautomotive.com/,View on Twitter,View on LinkedIn,"Ricardo Margalho, Rui Sales",—,—
295,O4S,"CRM, Loyalty Programs, Marketing Automation, Online Portals, SaaS, Software","Norristown, Pennsylvania, United States",Driving Success & Streamlining Channel Rebate & Loyalty Programs,"19,322","25,047",Active,—,o4s.io/,View on Twitter,View on LinkedIn,"Divay Kumar, Shreyans Sipani",—,—
296,Engine Biosciences,"Artificial Intelligence, Biotechnology, Health Care, Machine Learning","San Francisco, California, United States",Engine Biosciences is a biotech company that applies machine learning to genomics for drug discovery.,"19,461",576,Active,—,www.enginebio.com,—,View on LinkedIn,"Jeffrey Lu, Timothy K. Lu",—,—
297,Tractable,"Artificial Intelligence, Computer Vision, Insurance, Machine Learning, Software","London, England, United Kingdom",Tractable is a software company that develops artificial intelligence for accident and disaster recovery.,"19,599","13,956",Active,—,tractable.ai,View on Twitter,View on LinkedIn,"Adrien Cohen, Alexandre Dalyac, Razvan Ranca",—,—
298,Notal Vision,"Health Care, Health Diagnostics, Medical Device","Manassas, Virginia, United States",Notal Vision is an ophthalmic diagnostic services company that advances eye disease management from the clinic to the home.,"19,648",—,Active,—,notalvision.com,View on Twitter,View on LinkedIn,"Barak Azmon, Yair Alster",—,—
299,TypingDNA,"Cyber Security, Fraud Detection, Identity Management, Software","New York, New York, United States","TypingDNA is a platform that provides cybersecurity, investigation, passive authentication, and typing biometrics services.","20,013","21,450",Active,—,www.typingdna.com,View on Twitter,View on LinkedIn,"Adrian Gheara, Cristian Tamas, Raul Popa",—,—
300,AON3D - Industrial Additive Manufacturing Solutions,"3D Printing, Advanced Materials, Manufacturing","Montreal, Quebec, Canada","3D print high performance parts in the world’s most advanced thermoplastics and composites, including PEEK & ULTEM™.","20,135","2,167",Active,—,aon3d.com,View on Twitter,View on LinkedIn,"Andrew Walker, Kevin Han, Randeep Singh",—,—
301,SPARETECH,"Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Procurement, Software, Supply Chain Management","Stuttgart, Baden-Wurttemberg, Germany","Transforming industrial spare parts management into an efficient, reliable, & collaborative experience.","20,628","1,624",Active,—,www.sparetech.io/,—,View on LinkedIn,"Dr. Lukas Biedermann, Martin Weber",—,—
302,Inkbit,"3D Printing, 3D Technology, Machine Learning, Manufacturing, Software","Medford, Massachusetts, United States",Inkbit creats a next-generation additive manufacturing platform that combines 3D printing with machine vision.,"20,774","1,970",Active,—,inkbit3d.com/,View on Twitter,View on LinkedIn,"Davide M. Marini, Javier Ramos, Wojciech Matusik",—,—
303,Front Range Biosciences,"Agriculture, Biotechnology, Cannabis, Life Science, Medical","Boulder, Colorado, United States","Front Range Biosciences brings modern agriculture to improve reliability, efficiency, and safety for cultivators and consumers.","20,861",—,Active,—,www.frontrangebio.com,View on Twitter,View on LinkedIn,"Christopher Zalewski, Jonathan Vaught, Nick Hofmeister",—,—
304,Sensire,"Internet of Things, Sensor, Wireless","Joensuu, Eastern Finland, Finland","IIOT, Wireless cloud-based temperature monitoring solutions","21,656",—,Active,—,www.sensire.com,—,View on LinkedIn,Jukkapekka Asikainen,Was Acquired,Main Capital Partners
305,Selazar,"E-Commerce, Logistics, Retail","Belfast, Belfast, United Kingdom","Fulfilment, technology, logistics, eCommerce services, retail services, D2C","21,731","9,441",Active,—,www.selazar.com/,—,View on LinkedIn,"Gareth Burns, Jack Williams, Kevan Michael Bishonden, Louise McCabe",—,—
306,MakerDAO,"Big Data, Bitcoin, Blockchain, Cryptocurrency, Financial Services, Security","Santa Cruz, California, United States",Maker is a decentralized autonomous organization on the Ethereum blockchain.,"21,933","45,501",Active,—,makerdao.com/,View on Twitter,View on LinkedIn,Rune Christensen,—,—
307,AmplifAI,"Analytics, Software","Plano, Texas, United States",Applying science to make teams better.,"22,092",521,Active,—,www.amplifai.com/,View on Twitter,View on LinkedIn,Sean Minter,—,—
308,Flockjay,"Communities, Education, Internet, Sales, Training","San Francisco, California, United States",Flockjay is an online academy that empowers job seekers with the tools and training they need to break into tech.,"22,163","2,163",Active,—,flockjay.com,View on Twitter,View on LinkedIn,Shaan Hathiramani,—,—
309,Qstream,"Analytics, Enterprise Software, Health Care, Medical Device, Pharmaceutical, Sales, Software, Training","Burlington, Massachusetts, United States",Qstream is a micro-learning platform that quantifiably improves job proficiency and changes behavior that results in teams who excel.,"22,811","46,658",Active,—,qstream.com,View on Twitter,View on LinkedIn,"B. Price Kerfoot, Barry Paul, Duncan Lennox",—,—
310,NanoMosaic,"Biopharma, Biotechnology, Genetics, Health Diagnostics, Therapeutics","Woburn, Massachusetts, United States","NanoMosaic provides solutions for early illness detection, prognostic monitoring, and biomarker identification.","23,067",—,Active,—,www.nanomosaicllc.com/,—,View on LinkedIn,"John Boyce, Qimin Quan",—,—
311,SafeRide Health,"Health Care, Medical, Transportation","Culver City, California, United States",We transform health outcomes for America’s most vulnerable by ensuring access to life-sustaining healthcare.,"23,270","295,797",Active,—,www.saferidehealth.com,—,View on LinkedIn,"Ben Salter, Robbins Schrader, Whit Schrader",—,—
312,Plaid,"Database, Information Services, Information Technology, Internet, Software","Ginza, Tokyo, Japan",Plaid provides services to maximize human value while accumulating user data that is lacking on the internet.,"23,159","1,614",Active,—,plaid.co.jp/,View on Twitter,View on LinkedIn,"Kurahashi Kenta, Shibayama Naoki",—,—
313,Bodyport,"Health Care, Medical","San Francisco, California, United States",Bodyport is the platform for health in the home.,"23,198","2,037",Active,—,www.bodyport.com,View on Twitter,View on LinkedIn,"Corey Centen, Sarah Smith",—,—
314,Pair Team,"Health Care, Hospital, Medical","San Francisco, California, United States",Pair Team is an end-to-end operations platform that automates clinical operations and provides high-touch patient support.,"23,248","6,119",Active,—,pairteam.com,View on Twitter,View on LinkedIn,"Cassie Choi, Neil Batlivala",—,—
315,SoftWear Automation,"Artificial Intelligence, Computer Vision, E-Commerce Platforms, Fashion, Industrial Automation, Internet of Things, Manufacturing, Robotics, Textiles","Austell, Georgia, United States",Your On-Demand Local T-shirt Supply Chain Powered by revolutionary Sewbots technology.,"23,286",520,Active,—,softwearautomation.com,View on Twitter,View on LinkedIn,Palaniswamy 'Raj' Rajan,—,—
316,Fero Labs,"Analytics, Industrial Automation, Machine Learning, Software","New York, New York, United States",Fero Labs is an actionable machine learning software for improving processes and increasing the quality of manufacturing facilities.,"23,414","3,604",Active,—,www.ferolabs.com/,—,View on LinkedIn,"Alp Kucukelbir, Berk Birand, Pamir Ozbay",—,—
317,MarketDial,"A/B Testing, Retail Technology","Salt Lake City, Utah, United States","MarketDial offers a platform that supports comprehensive testing of business initiatives related to promotions, operations, and more.","23,653","4,729",Active,—,www.marketdial.com,—,—,"Johnny Stoddard, Morgan Davis",—,—
318,ScreenPoint Medical,"Analytics, Artificial Intelligence, Machine Learning, Medical, Software","Nijmegen, Gelderland, The Netherlands",ScreenPoint develops Deep Learning and image analysis technology for automated reading of mammograms.,"23,530",539,Active,—,www.screenpoint-medical.com,View on Twitter,View on LinkedIn,"Michael Brady, Nico Karssemeijer",—,—
319,Perrone Robotics,"Autonomous Vehicles, Robotics, Software","Crozet, Virginia, United States","Perrone Robotics provides MAX, the only general purpose operating system software platform for robotics and autonomous vehicles.","23,591","1,011",Active,—,www.perronerobotics.com/,View on Twitter,View on LinkedIn,Paul Perrone,—,—
320,AllHere Education,"Artificial Intelligence, Education, Internet, Software","Boston, Massachusetts, United States",AllHere is an attendance intervention management platform for K-12 schools and districts.,"23,606",196,Active,—,www.allhere.com,View on Twitter,View on LinkedIn,Joanna Smith,Made Acquisitions,—
321,Ambar Technologies,"Architecture, Construction, Information Technology, Procurement","São Paulo, Sao Paulo, Brazil",Ambar is a construction tech company that is focused on addressing the Affordable Housing Challenge.,"23,801",—,Active,—,www.ambar.tech,—,—,"Bruno Balbinot, Ian Fadel",Made Acquisitions,—
322,Eligible,"Billing, Developer APIs, Information Technology, Insurance, Medical, Payments, Software","Brooklyn, New York, United States",Insurance Billing APIs for healthcare businesses,"23,965","9,432",Active,—,www.eligible.com,—,—,"James Schuler, Katelyn Gleason, Patrice Krakow",—,—
323,UniFa,"Child Care, Health Care, Media and Entertainment, Medical","Nagoya, Aichi, Japan","UniFa is the developer of LookMee, an AI and IoT-powered healthcare solution for tracking kindergarteners' physical and mental growth.","24,021","12,485",Active,—,unifa-e.com,View on Twitter,—,"Hoshi Naoto, Sakamoto Nobuyuki, Yasuyuki Toki",—,—
324,Smart4Diagnostics,"Health Diagnostics, Manufacturing, Medical Device","München, Bayern, Germany",Smart4Diagnostics is a manufacturer of a device for blood sample measurement.,"24,338","1,638",Active,—,smart4diagnostics.com/,—,View on LinkedIn,"Hans Maria Heyn, Julia Flötotto, Yannick Timo Böge",—,—
325,Relimetrics,"Aerospace, Analytics, Artificial Intelligence, Automotive, Computer Vision, Electronics, Machine Learning, Plastics and Rubber Manufacturing, Quality Assurance, Software","Sunnyvale, California, United States",Relimetrics develops full stack computer vision and machine learning software for QA and process control in Industry 4.0 applications.,"24,362","1,787",Active,—,www.relimetrics.com/,View on Twitter,View on LinkedIn,"Ender Tasdelen, Jon Grice, Kemal Levi",—,—
326,Safely You,"Artificial Intelligence, Elder Care, Elderly, Health Care","San Francisco, California, United States",SafelyYou is the artificial intelligence-enabled fall detection and prevention for dementia care.,"24,364","5,262",Active,—,www.safely-you.com/,View on Twitter,—,George Netscher,—,—
327,Hawthorne Effect,"Clinical Trials, Health Care, Information Technology","Lafayette, California, United States","Hawthorne Effect is a visit management system connecting sponsors, investigators & patients to make clinical trials accessible & convenient.","24,372","3,982",Active,—,hawthorne-effect.com/,View on Twitter,View on LinkedIn,Jodi Akin,—,—
328,Lunewave,"Autonomous Vehicles, Electrical Distribution, Electronics, Sensor","Tucson, Arizona, United States",Lunewave provides Luneburg lens-based antenna and automotive radar sensor system.,"24,579",—,Active,—,lunewave.com/,View on Twitter,View on LinkedIn,"Hao Xin, John Xin, Min Liang, Sherry Byon",—,—
329,X-Therma,"Biotechnology, Health Care, Life Science","Richmond, California, United States",X-Therma is a biotechnology firm that develops a convergent biopreservation platform to advance regenerative medicine.,"25,075",425,Active,—,x-therma.com,View on Twitter,View on LinkedIn,"Mark Kline, Xiaoxi Wei",—,—
330,Medicus AI,"Analytics, Artificial Intelligence, Health Diagnostics, Intelligent Systems, Medical, Predictive Analytics","Vienna, Wien, Austria",Medicus AI designs and develops an artificial intelligence (AI) based enterprise and app platform that bring meaning to health data.,"25,151",586,Active,—,medicus.ai,View on Twitter,View on LinkedIn,"Baher Al Hakim, Makram Saleh, Nadine Nehme",—,—
331,mIQroTech,"Artificial Intelligence, Energy, Internet of Things, Oil and Gas","Tampa, Florida, United States",MIQroTech provides AI and IoT pipeline monitoring technology to predict oil and gas pipeline leaks.,"25,338",—,Active,—,www.miqrotech.com,View on Twitter,View on LinkedIn,Meade Lewis,—,—
332,Etiometry,"Health Care, Medical Device, Software","Boston, Massachusetts, United States",Etiometry is a provider of next-generation patient monitoring software and advanced analytics for hospital ICUs.,"25,486","5,526",Active,—,www.etiometry.com,View on Twitter,View on LinkedIn,"Dimitar Baronov, Evan Butler",—,—
333,Chronus Health,"Health Care, Medical Device, Real Time","San Francisco, California, United States",Chronus Health is a portable platform that enables doctors to provide real-time treatment based on actual lab results.,"25,800","3,106",Active,—,www.chronushealth.com/,View on Twitter,View on LinkedIn,"Anand Parikh, Ashish Jagtiani",—,—
334,pulseData,"Enterprise Software, Health Care, Machine Learning, Medical","New York, New York, United States",pulseData offers a machine learning engines that predict health that allows healthcare companies to deliver care to patients.,"26,158",163,Active,—,pulsedata.io,View on Twitter,View on LinkedIn,"Hai Po Sun, Teddy Cha",—,—
335,Sword Health,"Health Care, Medical, mHealth, Therapeutics","New York, New York, United States",Sword Health is a digital musculoskeletal therapy provider that pairs its members with a licensed physical therapist.,"26,349","75,606",Active,—,www.swordhealth.com,View on Twitter,View on LinkedIn,"Márcio Colunas, Virgílio Bento",Made Acquisitions,—
336,Shift Technology,"Artificial Intelligence, Information Technology, Insurance, InsurTech, Machine Learning","Paris, Ile-de-France, France",Shift Technology is a provider of AI-driven decision automation and optimization technology for the global insurance industry.,"26,405","188,555",Active,—,www.shift-technology.com/,View on Twitter,View on LinkedIn,"David Durrleman, Eric Sibony, Jeremy Jawish",Was Acquired,Insurance Acquisition Corp.
337,Kingdom Supercultures,"Biotechnology, Food and Beverage, Life Science, Manufacturing","Brooklyn, New York, United States",Kingdom Supercultures create microbial cultures that help food manufacturers to create new foods with boosted benefits.,"27,107",—,Active,—,www.kingdomsupercultures.com/,View on Twitter,View on LinkedIn,"Kendall Dabaghi, Ravi Sheth",—,—
338,Lucid Lane Inc.,"Health Care, Hospital","Los Altos, California, United States","Lucid Lane is a telehealth provider specializing in mental health, medication dependence and substance use disorders.","27,649","2,047",Active,—,www.lucidlane.com/,—,View on LinkedIn,"Adnan Asar, Ahmed Zaafran",—,—
339,GRID,"Data Visualization, Productivity Tools, Software","Reykjavík, Gullbringusysla, Iceland",The numbers tool for a new generation.,"27,680","70,454",Active,—,grid.is/,View on Twitter,View on LinkedIn,"Hjalmar Gislason, Thorsteinn Yngvi Gudmundsson",—,—
340,CloudMedx,"Big Data, Health Care, Information Technology, Natural Language Processing, Neuroscience, Personal Health, Predictive Analytics","Palo Alto, California, United States",We collect and convert disparate data into holistic and actionable views of individuals and communities.,"27,964","2,549",Active,—,www.cloudmedxhealth.com,View on Twitter,View on LinkedIn,"Sahar Arshad, Tashfeen Suleman",Made Acquisitions,—
341,Spiras Health,"Health Care, Hospital, Medical","Brentwood, Tennessee, United States",Spiras Health is an operator of a healthcare company intended to extend the care of a patient dealing with complex chronic illness.,"28,062",—,Active,—,spirashealth.com/,—,—,Brook Bishop,—,—
342,Timely,"Apps, Artificial Intelligence, Mobile, Software","Oslo, Oslo, Norway",Timely is an AI-powered automatic time tracking and planning tool.,"28,142","362,715",Active,—,timelyapp.com,View on Twitter,View on LinkedIn,Mathias Mikkelsen,—,—
343,ClimateAI,"Artificial Intelligence, Enterprise Software, Environmental Engineering","San Francisco, California, United States","ClimateAI is an enterprise climate platform to help companies reduce, monitor, and adapt to physical climate risks.","28,604","17,263",Active,—,www.climate.ai,View on Twitter,View on LinkedIn,"Himanshu Gupta, Maximilian Evans",—,—
344,Lucid Software,"Collaboration, Enterprise Software, Information Services, Information Technology, Internet, Mobile, Mobile Apps, SaaS, Software","South Jordan, Utah, United States",Lucid is a visual collaboration suite that helps teams see and build the future from idea to reality.,"28,626","219,553",Active,—,www.lucid.co,View on Twitter,View on LinkedIn,"Ben Dilts, Karl Sun",—,—
345,Divvy Homes,"Financial Services, Real Estate, Rental Property","San Francisco, California, United States",Divvy Homes is a tech-enabled real estate platform that facilitates rent-to-own home purchases.,"28,658","871,877",Active,—,www.divvyhomes.com/,View on Twitter,View on LinkedIn,"Adena Hefets, Alex Klarfeld, Brian Ma, Nicholas Clark",—,—
346,iSIZE Technologies,"Artificial Intelligence, Information Technology, Machine Learning, Software, Video, Video on Demand, Video Streaming","London, England, United Kingdom",iSIZE Technologies is a company to delivers deep neural networks for data-driven video preprocessing.,"28,933","6,793",Active,—,www.isize.co,View on Twitter,View on LinkedIn,"Sergio Grce, Yiannis Andreopoulos",—,—
347,Virool,"Advertising, Advertising Platforms, Video","San Francisco, California, United States",Virool is a programmatic video marketing platform.,"29,121","5,127",Active,—,www.virool.com,View on Twitter,View on LinkedIn,"Alexander Debelov, Vladimir Gurgov",Was Acquired,Turgo
348,Cape Analytics,"Analytics, Artificial Intelligence, Big Data, Information Technology, InsurTech, Machine Learning, Real Estate","Mountain View, California, United States",Cape Analytics provides AI and analytics services for properties.,"29,267","7,041",Active,—,capeanalytics.com,View on Twitter,View on LinkedIn,"Ryan Kottenstette, Suat Gedikli",—,—
349,Grupa Pracuj,"Employment, Human Resources, Internet, Recruiting, SaaS, Software","Warsaw, Mazowieckie, Poland","Grupa Pracuj, the owner of GP HR VENTURES, is the fastest developing technological companies in Central Europe providing HR solutions.","29,751","9,687",Active,—,grupapracuj.pl/,—,View on LinkedIn,"Maciej Artur Noga, Paweł Leks, Przemek Gacek",Made Acquisitions,—
350,Richard's Rainwater,"Food and Beverage, Water, Water Purification","Dripping Springs, Texas, United States","Richard's Rainwater offers clean drinking water free from pollutants, salts, minerals and other natural and man-made contaminants.","29,855","5,887",Active,—,www.richardsrainwater.com/,—,View on LinkedIn,Richard Heinichen,—,—
351,Ecoation Innovative Solutions,"Agriculture, Biotechnology, Farming, Information Technology","North Vancouver, British Columbia, Canada","For greenhouse growers of high value crops, Ecoation Innovation Solutions provides the earliest possible detection of pests","30,146",—,Active,—,www.ecoation.com/,View on Twitter,View on LinkedIn,Saber Miresmailli,—,—
352,Redbooth,"Collaboration, Enterprise Software, File Sharing, Information Technology, Messaging, Mobile, Project Management, Software","Palo Alto, California, United States",Redbooth is a task and project management platform that provides a single place for team collaboration.,"30,361","138,741",Active,—,www.redbooth.com,View on Twitter,View on LinkedIn,Pablo Villalba Villar,Made Acquisitions,—
353,MedStack,"Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Cyber Security, Developer Platform, Developer Tools, Health Care, mHealth, Network Security, Security","Toronto, Ontario, Canada","Automated, inheritable, provable data privacy security compliance for digital health apps","30,664","4,432",Active,—,medstack.co,View on Twitter,View on LinkedIn,"Balaji Gopalan, Simon Woodside",—,—
354,SwipeGuide,"Enterprise Applications, Food and Beverage, Industrial, Knowledge Management, Machinery Manufacturing, SaaS, Software, Training","Amsterdam, Noord-Holland, The Netherlands",Capture. Share. Improve. Collaborative Instructions & Checklists for Frontline Teams.,"30,792","17,909",Active,—,www.swipeguide.com,View on Twitter,View on LinkedIn,"Daan Assen, Willemijn Schneyder",—,—
355,Prism.fm,"Music, Software","Austin, Texas, United States",Prism is the all-in-one live music management software. Built by music industry professionals for music industry professionals.,"30,818","62,601",Active,—,prism.fm/,View on Twitter,View on LinkedIn,"Adrian Tavares, Matt Ford, Michael Fenchel, Stephen Sternschein",—,—
356,Primer,"Analytics, Artificial Intelligence, Big Data, Content, Data Visualization, Machine Learning, Natural Language Processing","San Francisco, California, United States",Primer develops a text analytics solution designed to automate the analysis of textual data.,"30,852","8,834",Active,—,primer.ai,View on Twitter,View on LinkedIn,Sean Gourley,Made Acquisitions,—
357,Evolve Additive Solutions,"3D Printing, Machinery Manufacturing, Manufacturing","Minnetonka, Minnesota, United States",Evolve Additive Solutions is a unique additive manufacturing technology.,"30,853",—,Active,—,www.evolveadditive.com/,—,View on LinkedIn,"Shane Glenn, Steve Chillscyzn",—,—
358,Bitnomial,"Bitcoin, Cryptocurrency, Financial Exchanges, Financial Services","Chicago, Illinois, United States",Bitnomial offers improved derivatives exchange technology coupled with new digital asset settlement systems.,"30,911",—,Active,—,bitnomial.com,View on Twitter,View on LinkedIn,"Luke Hoersten, Matthew Wraith",—,—
359,Ignition Advice,"Banking, Financial Services, FinTech, Software","Sydney, New South Wales, Australia","Ignition Advice is a global advice platform , deploying solutions across the key verticals being Insurance, Pensions and Investments.","30,919",818,Active,—,discoverignition.com,View on Twitter,View on LinkedIn,"Mark Fordree, Mike Giles",—,—
360,Prismo Systems,"Cloud Security, Compliance, Computer, Cyber Security, Information Technology, Network Security, Software","Santa Clara, California, United States","Prismo closes the gap between risk and response, protecting users, workloads, and applications from the datacenter to the cloud.","30,943",—,Active,—,www.prismosystems.com,View on Twitter,View on LinkedIn,"Anjan Venkatramani, ChihWei Chao",—,—
361,Datumate,"3D Technology, Civil Engineering, Construction, Drones, Enterprise, Infrastructure, Mapping Services, Software","Yoqne`am `illit, HaZafon, Israel",Shaping the Digital Future of Infrastructure Construction,"32,017","7,081",Active,—,datumate.com,View on Twitter,View on LinkedIn,Jad Jarroush,—,—
362,Noname Security,"Cloud Security, Enterprise Software, Network Security","Palo Alto, California, United States",Noname Security is a security platform that allows enterprises to see and secure managed and unmanaged APIs.,"32,366","11,877",Active,—,nonamesecurity.com,View on Twitter,View on LinkedIn,"Oz Golan, Shay Levi",—,—
363,Linc'well,"Genetics, Health Care, Nursing and Residential Care, SaaS","Tokyo, Tokyo, Japan",Linc'well is a health care company providing SaaS for medical institutions in order to improve medical inefficiencies with technology.,"32,540",—,Active,—,www.linc-well.com,View on Twitter,—,"Kazuma Kaneko, Yamamoto Ryosuke",—,—
364,Sonect,"Banking, Finance, Financial Services, FinTech, Mobile Apps, Mobile Payments, Payments","Zürich, Zurich, Switzerland","Sonect is a location based matchmaking platform connecting those who want to withdraw cash, with those who want to deposit it.","32,990","3,370",Active,—,sonect.net,View on Twitter,View on LinkedIn,"Arindam Bajpayee, Rik Krieger, Sandipan Chakraborty, Sebastian Bürgel",—,—
365,Voyager Portal,"SaaS, Software","Houston, Texas, United States",Voyager Portal is a provider of a SaaS multi-party collaboration and workflow management solution for the maritime value chain.,"33,421","3,299",Active,—,www.voyagerportal.com/,View on Twitter,View on LinkedIn,"Bret Smart, Matthew Costello",—,—
366,Bulldozair,"Construction, Project Management, Real Estate, Retail, SaaS, Smart Building, Smart Cities, Transportation","Paris, Ile-de-France, France",BulldozAIR is a construction project management platform for corporates that own real estate or industrial assets.,"33,461","3,111",Active,—,www.bulldozair.com/,View on Twitter,View on LinkedIn,"Ali El Hariri, Maxence Lerigner",—,—
367,Carrot Fertility,"Fertility, Health Care, Wellness","Menlo Park, California, United States",Carrot Fertility is a fertility healthcare company for employers and health plans.,"33,736","107,155",Active,—,www.get-carrot.com,View on Twitter,View on LinkedIn,"Arun Venkatesan, Asima Ahmad, Juli Insinger, Tammy Sun",—,—
368,Tea Drops,"Food and Beverage, Organic, Tea","Los Angeles, California, United States","Tea Drops is an organic tea company that makes a line of bagless, dissolvable tea blends.","34,069","70,032",Active,—,www.myteadrop.com,View on Twitter,View on LinkedIn,Sashee Chandran,—,—
369,Peak,"Analytics, Artificial Intelligence, Big Data, Business Intelligence, Machine Learning","Manchester, Manchester, United Kingdom",Peak is a decision intelligence company that provides a platform to offer data analysis services.,"34,396","16,089",Active,—,peak.ai,View on Twitter,View on LinkedIn,"Atul Sharma, David Leitch, Richard Potter",—,—
370,EBlu Solutions,"Health Care, Hospital","Louisville, Kentucky, United States","eBlu provides real-time Benefit Verifications, allowing your office to reduce the turnaround from initial visit, to infusion.","34,735","1,921",Active,—,eblusolutions.com/,—,View on LinkedIn,Mark Murphy,—,—
371,Braintrust,"Blockchain, Freelance, Human Resources, Internet, Marketplace","San Francisco, California, United States",Braintrust is a blockchain-powered freelancer marketplace that connects skilled tech experts with clients.,"34,761","398,857",Active,—,www.usebraintrust.com,View on Twitter,View on LinkedIn,"Adam Jackson, Brian Flynn, Gabriel Luna-Ostaseski, Meg Epstein, Shirley Yang",—,—
