,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Monthly Visits,Operating Status,Closed Date,Website,Twitter,LinkedIn,Founders,Acquisition Status,Acquired by
648,NEO CAREER,"Career Planning, Nursing and Residential Care, Recruiting","Tokyo, Tokyo, Japan",NEO CAREER is a human resources and technology company specialized in media operations and recruitment consulting.,"70,633","126,364",Active,—,www.neo-career.co.jp/,View on Twitter,—,Ryoichi Nishizawa,—,—
649,Camus Energy,"CleanTech, Cloud Computing, Data Integration, Electrical Distribution, Energy, Power Grid, Renewable Energy, SaaS, Software","San Francisco, California, United States",Camus Energy is an open source grid management software as a service for distributed energy and the renewable transition.,"70,698",—,Active,—,camus.energy/,View on Twitter,View on LinkedIn,Astrid Atkinson,—,—
650,Ruum,"Collaboration, Enterprise Software, Marketing, Productivity Tools, Project Management, SaaS, Sales, Software, Task Management","Berlin, Berlin, Germany",Ruum is a developer of project and task management software.,"70,992","8,094",Active,—,ruumapp.com/,View on Twitter,View on LinkedIn,"Florian Frey, Stefan Ritter",—,—
651,Allo-Media,"Artificial Intelligence, Customer Service, Lead Generation, Marketing, Speech Recognition","Paris, Ile-de-France, France",Allo-Media is a real-time phone calls transcription platform for data activation.,"71,047","1,072",Active,—,www.allo-media.net/,View on Twitter,View on LinkedIn,"Arnaud Dassier, Francois Aubry, Nicolas Bigorgne, Romain Sambarino",—,—
652,Anyline,"Document Management, Energy Management, Image Recognition, Industrial Automation","Vienna, Wien, Austria",Anyline offers a hassle-free scanning solution that will save time and money.,"71,119","15,597",Active,—,www.anyline.com,View on Twitter,View on LinkedIn,"Daniel Albertini, David Dengg, Jakob Hofer, Lukas Kinigadner",—,—
653,Luma Financial Technologies,"Banking, Financial Services, FinTech, Retail","Cincinnati, Ohio, United States",Luma is an independent multi-issue platform that provides banks and brokers and dealers an order entry system.,"71,136","9,282",Active,—,lumafintech.com/,—,View on LinkedIn,Timothy J. Bonacci,—,—
654,Coagulo Medical Technologies,"Health Care, Medical","Auburndale, Massachusetts, United States",Coagulo Medical Technologies is transforming medicine with the first portable and connected precision-medicine platform.,"71,151",—,Active,—,www.coagulomed.com,View on Twitter,—,Galit Frydman,—,—
655,Qler Solutions,"Delivery, Health Care, Information Technology, Logistics, Software","Reston, Virginia, United States","Qler Solutions has developed an innovative, market leading on-demand solution to expand the delivery of psychiatric care.","71,593",—,Active,—,www.qlersolutions.com/,—,—,Kathy Seward,—,—
656,Nym Technologies,"Blockchain, Information Technology, Messaging, Privacy, Security","Neuchâtel, Neuchatel, Switzerland",Nym Technologies is a privacy-centric startup,"71,854","14,162",Active,—,nymtech.net/,View on Twitter,View on LinkedIn,"Dave Hrycyszyn, Harry Halpin, Randolph Sesson",—,—
657,HALO Maritime Defense Systems,"Business Development, Marine Technology, Security","Newton, New Hampshire, United States",HALO Maritime Defense Systems provides security barrier systems to protect critical maritime assets vulnerable to boat or diver attacks.,"72,646",564,Active,—,www.halodefense.com,View on Twitter,View on LinkedIn,Justin Bishop,—,—
658,Insight Robotics,"Agriculture, AgTech, Artificial Intelligence, Drones, Forestry, Internet of Things, Robotics, Software","Sha Tin, New Territories, Hong Kong",Insight Robotics is to enable active risk management of the world's assets by generating and making sense of data.,"72,759",—,Active,—,www.insightrobotics.com,View on Twitter,View on LinkedIn,"Kevin Chan, Rex Sham",—,—
659,Stork Club,"Employee Benefits, Health Care, Parenting, Wellness","San Francisco, California, United States",Stork Club is a maternity care platform that extends insurance coverage and provides all possible options to people who want to have a baby.,"73,075","3,556",Active,—,joinstorkclub.com,View on Twitter,View on LinkedIn,Jeni Mayorskaya,—,—
660,KIYO Learning,"Content, E-Learning, Education","Tokyo, Tokyo, Japan","Planning, production, sales and management of Educational content and Educational services for business people.","73,109","9,312",Active,—,www.kiyo-learning.com/,—,—,Kiyoshi Ayabe,—,—
661,Nukute,"Health Care, Medical Device, Wearables, Wellness","Oulu, Oulu, Finland","Nukute designs, patents, and markets medical devices and services related to sleeping disorders.","73,293",355,Active,—,nukute.com/,View on Twitter,View on LinkedIn,"Toni Leinonen, Tuukka Visuri",—,—
662,Arktis Radiation Detectors,"Biotechnology, Electronics, Health Care, Natural Resources, Oil and Gas","Zürich, Zurich, Switzerland",Arktis Radiation Detectors has developed a platform technology for detecting ionizing radiation using compressed noble gas.,"73,440",741,Active,—,arktis-detectors.com,—,View on LinkedIn,"Giovanna Davatz, Mario Vogeli, Rico Chandra",—,—
663,SnapDragon Monitoring,"Brand Marketing, Marketing, Marketplace, Sales, Service Industry","Edinburgh, Edinburgh, City of, United Kingdom",SnapDragon Monitoring provides branding protection services.,"73,877",—,Active,—,snapdragon-ip.com/,View on Twitter,View on LinkedIn,Rachel Jones,—,—
664,Oralucent,"Biotechnology, Health Care, Medical Device, Personal Health","Long Beach, California, United States",Therapeutic Red and Blue Light Combine and Shine to Deliver a Whole New Level of Clean & Bright.,"74,243","2,813",Active,—,oralucent.com/,—,View on LinkedIn,Jacqueline Courtiol-Lawrence,—,—
665,Skylight Health Group,Health Care,"Mississauga, Ontario, Canada",Skylight Health Group is a healthcare services and technology company that provides positively impacts patient health outcomes.,"74,556","4,904",Active,—,skylighthealthgroup.com/,—,View on LinkedIn,—,—,—
666,AntVoice,"Advertising, Artificial Intelligence, Digital Marketing, Digital Media, E-Commerce, Internet, Machine Learning, Software","Paris, Ile-de-France, France",AntVoice is a company that provides a personalized UX for each kind of business.,"74,864","1,371",Active,—,www.antvoice.com/en/,View on Twitter,View on LinkedIn,"Alban Peltier, Jérôme Scola, Rodolphe Mirilovic",—,—
667,Brave Company,"Internet, News, Publishing","Seoul, Seoul-t'ukpyolsi, South Korea",Brave Company is an internet publishing company.,"75,460",472,Active,—,www.bravecompany.io,—,—,Yang Seung Yun,—,—
668,VEnvirotech Biotechnology,"Agriculture, Biotechnology, Food and Beverage","Barcelona, Catalonia, Spain",We transform organic waste into bioplastics. Let your waste be our value.,"75,559",734,Active,—,www.venvirotech.com/,View on Twitter,View on LinkedIn,"Noelia Márquez Alfaya, Patricia Aymà Maldonado",—,—
669,ENPICOM,"Analytics, Biotechnology, Software","'s-hertogenbosch, Noord-Brabant, The Netherlands",ENPICOM is a bioinformatics software engineering company.,"75,846","2,169",Active,—,enpicom.com/,View on Twitter,View on LinkedIn,"Alvise Trevisan, Jos Lunenberg, Nicola Bonzanni",—,—
670,Workana,"E-Commerce, Employment, Internet, Outsourcing","Buenos Aires, Distrito Federal, Argentina","Workana is a digital space to connect professionals with small businesses to enterprise, and organizations.","75,855","3,451,568",Active,—,www.workana.com,View on Twitter,View on LinkedIn,"Eliana Bracciaforte, Fernando Fornales, Mariano Iglesias, Tomas O'Farrell",—,—
671,Packet Digital,"Embedded Systems, Hardware, Manufacturing, Software","Hazelton, North Dakota, United States",Packet Digital develops power management solutions for portable electronics and embedded systems.,"76,132",—,Active,—,packetdigital.com,View on Twitter,View on LinkedIn,—,—,—
672,Roamler,"Crowdsourcing, Customer Service, Market Research, Mobile, Outsourcing, Retail Technology, Task Management","Amsterdam, Noord-Holland, The Netherlands",Roamler offers a flexible workforce platform for performing location-based tasks across large areas.,"76,317","131,569",Active,—,www.roamler.com,View on Twitter,View on LinkedIn,"Martijn Nijhuis, Wiggert de Haan",Made Acquisitions,—
673,Happy Moonday,"Health Care, Hospitality, Wellness","Seongdong, Kyonggi-do, South Korea",Happy Moonday makes organic sanitary napkins and tampons for women's health.,"76,662","16,472",Active,—,happymoonday.com/,View on Twitter,View on LinkedIn,—,—,—
674,Coconut,"Accounting, FinTech, Freelance, Software","London, England, United Kingdom","Coconut is simple tax and accounting software for sole traders, landlords & their accountants.","77,347","22,061",Active,—,getcoconut.com,View on Twitter,View on LinkedIn,"Adam Goodall, Sam O'Connor",—,—
675,Symbio Robotics,"Artificial Intelligence, Industrial Automation, Machine Learning, Robotics, Software","Emeryville, California, United States",Symbio Robotics is developing robotic systems and software for advanced manufacturing.,"77,706",—,Active,—,symb.io,—,View on LinkedIn,"Brandon Pereira, Maxwell Reynolds",—,—
676,Ecube Labs,"Internet of Things, Real Time, SaaS, Smart Cities, Solar, Waste Management","Seoul, Seoul-t'ukpyolsi, South Korea",Ecube Labs develops smart waste management solutions and remote monitoring tools.,"77,975","2,397",Active,—,ecubelabs.com/,View on Twitter,View on LinkedIn,Sean Sun-beom Gwon,—,—
677,Spire Innovations Inc.,"Analytics, Artificial Intelligence, Database, Enterprise Software","Bangalore, Karnataka, India",Spire is an unique domain intelligence technology based AI platform that generates contextual meaning out of unstructured text.,"78,488",—,Active,—,spire.Ai,View on Twitter,View on LinkedIn,Saurabh Jain,—,—
678,Yup.com,"Apps, EdTech, Mobile, Tutoring","San Francisco, California, United States",Yup.com provides experts and technology to help students be their best.,"78,793","26,169",Active,—,www.yup.com,View on Twitter,View on LinkedIn,Naguib Sawiris,Made Acquisitions,—
679,Neuron soundware,"Artificial Intelligence, Information Technology, Internet of Things, Machine Learning, Predictive Analytics, Software","Prague, Hlavni mesto Praha, Czech Republic",Neuron soundware is an AI company using sound recognition for predictive maintenance.,"79,733","1,407",Active,—,neuronsw.com/,View on Twitter,View on LinkedIn,"Pavel Konecny, Petr Cernohorsky, Tomas Vacek",—,—
680,SureRemit,"Blockchain, Cryptocurrency, Financial Services","San Francisco, California, United States",SureRemit is an ecosystem for global non-cash remittances.,"79,910",—,Active,—,sureremit.co/,View on Twitter,View on LinkedIn,Adeoye Ojo,—,—
681,Welmedix Consumer Healthcare,"Biotechnology, Health Care, Marketing, Pharmaceutical","Princeton, New Jersey, United States",Welmedix Consumer Healthcare develops and markets pharmaceutical products.,"80,224",—,Active,—,www.welmedix.com/,—,View on LinkedIn,Avani V. Kanubaddi,—,—
682,Loda.fi,Financial Services,"Brisbane, Queensland, Australia",Loda.fi is a lender that accepts crypto as collateral.,"82,052",—,Active,—,www.loda.finance/,—,View on LinkedIn,Dion Dalton-Bridges,—,—
683,Flatsy,"Commercial Real Estate, Mobile Apps, Real Estate","Paris, Ile-de-France, France","Flatsy offers new solution, simple and economical, to buy, sell or rent real estate.","82,320","116,088",Active,—,www.flatsy.fr/,View on Twitter,View on LinkedIn,"Alexis Chauffert-Yvart, Pierre Lanvin, Thomas Patouillaud",—,—
684,Worthy Financial,"Financial Services, FinTech","Boca Raton, Florida, United States",Worthy helps people save and grow their money while helping community businesses thrive.,"82,358","5,347",Active,—,worthybonds.com/,View on Twitter,View on LinkedIn,"Andrew Rachmell, Sally Outlaw",—,—
685,Now Interact,"Artificial Intelligence, E-Commerce, Internet, Predictive Analytics, SaaS, Software","Stockholm, Stockholms Lan, Sweden",Now Interact creates Predictive Intelligence applications that enhance existing online personalization- and engagement solutions.,"82,492","17,528",Active,—,nowinteract.com/,View on Twitter,View on LinkedIn,Magnus Åström,—,—
686,Momentum Bioscience,"Biotechnology, Health Care, Hospital, Medical Device, Venture Capital","Reading, Reading, United Kingdom",Momentum Bioscience develops enzyme mediated amplification solutions for the rapid detection of pathogens in blood and sterile fluids.,"83,062",—,Active,—,www.momentumbio.co.uk,—,View on LinkedIn,"Bill Mullen, Jim Heath",—,—
687,Essentium,"3D Printing, Electronics, Manufacturing","College Station, Texas, United States",Essentium is an innovator in both engineering filament materials and industrial additive manufacturing platforms.,"83,861","7,844",Active,—,www.essentium.com,View on Twitter,View on LinkedIn,"Blake Teipel, Ph.D., Brandon Sweeney, Ph.D., Elisa Teipel, Ph.D., Erik Gjovik, Gregory Ojeda, Lars Uffhausen, Terry MacNeish",Made Acquisitions,—
688,NI2,"Enterprise Software, Information Technology, Service Industry, Software","Montréal, Quebec, Canada",NI2 is a company that works to provide software solutions to service providers.,"84,069",—,Active,—,www.ni2.com,—,—,Toufik Abdallah,—,—
689,Motosumo,"Fitness, Social, Sports","Copenhagen, Hovedstaden, Denmark","Motosumo is a health, wellness, and fitness company.","85,130",—,Active,—,www.motosumo.com/about,View on Twitter,View on LinkedIn,"Allan Olesen, Jens Juel Jensen, Kresten Juel Jensen, Mads Madsen",—,—
690,Red61,"Computer, Software, Ticketing","Edinburgh, Edinburgh, City of, United Kingdom",Red61 is a successful Edinburgh-based ticketing software supplier.,"87,126",293,Active,—,www.red61.com/,View on Twitter,View on LinkedIn,"Peter McNaught, Tony Davey",—,—
691,Wematch.live,Software,"Herzliya, Tel Aviv, Israel","Wematch.live develops web-based solutions to replace voice broking by automating matching, negotiation, and lifecycle management.","88,681",972,Active,—,www.wematch.live,—,—,"David Raccat, Elie Slama, Gregory Mimoun, Joseph Seroussi, Laurent Benzaquine",—,—
692,NX Prenatal,"Health Care, Medical, Medical Device","Louisville, Kentucky, United States",NX Prenatal is a private molecular diagnostics company developing diagnostic assays for adverse pregnancy conditions.,"90,698",—,Active,—,www.nxprenatal.com,—,View on LinkedIn,Brian Brohman,—,—
693,Modular Genetics,Biotechnology,"Woburn, Massachusetts, United States",Modular Genetics is a developer of an automated gene engineering system designed to create new products.,"91,991",—,Active,—,www.modulargenetics.com/,—,—,"Kevin A. Jarrell, Temple F. Smith",—,—
694,Cognitee,"Developer Platform, Internet, Internet of Things, Software","Higashi-shinagawa, Tokyo, Japan",Cognitee develops and provides UpSighter.,"93,076",—,Active,—,cognitee.com,View on Twitter,View on LinkedIn,Rie Kawano,—,—
695,Ramon.Space,"Aerospace, Computer, Electronics, Machine Learning, Semiconductor, Software","Palo Alto, California, United States",Ramon.Space builds space-resilient super-computer systems that bring cloud computing to space.,"93,142",—,Active,—,www.ramon.space,—,View on LinkedIn,Dov Alon,—,—
696,Upsell Technologies,"Analytics, Call Center, CRM, Task Management","Tokyo, Tokyo, Japan",Upsell Technologies is customer data analysis service platform.,"94,497",—,Active,—,upselltech-group.co.jp,—,—,Ryota Takahashi,—,—
697,Libertine FPE,"Industrial Manufacturing, Manufacturing","Sheffield, Sheffield, United Kingdom",Libertine FPE designs and manufactures linear generator and piston power systems.,"95,684","1,192",Active,—,www.libertine.co.uk,View on Twitter,View on LinkedIn,Sam Cockerill,—,—
698,Open Blend,"Human Resources, Information Technology, Internet, Online Portals, Robotics, Software","Maidenhead, Windsor and Maidenhead, United Kingdom",The People Platform for People Managers. Our software facilitates coaching led one-to-ones to support an individual's development journey,"95,915","41,664",Active,—,openblend.com,View on Twitter,View on LinkedIn,"Anna Rasmussen, Jemma Cunliffe",—,—
699,"cClearly, Inc.","Advertising, Analytics, Artificial Intelligence, Big Data, Machine Learning, Marketing","New York, New York, United States",cClearly is a marketing analytics and optimization provider that helps marketers increase revenues and decrease cost per acquisition,"96,904",—,Active,—,www.cclearly.com,View on Twitter,View on LinkedIn,"Liran Sigalat, Oren Netzer",—,—
700,Adomni,"Advertising, Computer, Software","Las Vegas, Nevada, United States",Adomni is a software company offering digital billboard services for brands and agencies.,"97,158","17,054",Active,—,www.adomni.com/,View on Twitter,View on LinkedIn,"Christopher Weiss, Jonathan Gudai",—,—
701,AdYapper,"Advertising, Analytics, Finance","Chicago, Illinois, United States","AdYapper tracks display and mobile ads that generate detailed verification data, consumer sentiment, and viewability.","98,686",—,Active,—,www.adyapper.com,View on Twitter,View on LinkedIn,"Elliot Hirsch, Kal Patel, Wojo Wietecha",—,—
702,No Evil Foods,"Food and Beverage, Organic Food, Sustainability","Weaverville, North Carolina, United States","No Evil Foods produces environmentally sustainable, socially conscious, plant-based food.","99,337",—,Active,—,www.noevilfoods.com,View on Twitter,View on LinkedIn,"Mike Woliansky, Sadrah Schadel",—,—
703,Vizibl,"Collaboration, Innovation Management, Predictive Analytics, Procurement, SaaS, Software, Supply Chain Management, Sustainability","London, England, United Kingdom",Vizibl is a global cloud platform that enables enterprise companies to manage their innovation lifecycle.,"99,734","6,050",Active,—,vizibl.co,View on Twitter,View on LinkedIn,"Alex Short, Mark Perera",—,—
704,Mapping Control,"Fleet Management, Software","Aix-en-provence, Provence-Alpes-Cote d'Azur, France","Mapping Control is develops localization solutions for businesses. It offers fleet management, private use management, vehicle tracking.","100,728",22,Active,—,www.mappingcontrol.com/,—,—,Daniel Vassallucci,—,—
705,Artie,"Blockchain, Digital Entertainment, Gaming, Mobile, Social Media","Los Angeles, California, United States",Artie is a next-gen mobile gaming platform that circumvents app stores to bring games directly to players on social media and video apps.,"4,634","3,998",Active,—,www.artie.com/,View on Twitter,View on LinkedIn,"Armando Kirwin, Ryan Horrigan",—,—
706,GeoDigital,"Information Technology, Mobile, Software","Hamilton, Ontario, Canada","GeoDigital provides mission critical, geospatial information management solutions for utilities and other distributed asset customers.","102,350",—,Active,—,geodigital.com,View on Twitter,View on LinkedIn,Alastair Jenkins,Made Acquisitions,—
707,NorthRow,"Compliance, Financial Services, FinTech, SaaS, Software","Abingdon, Oxfordshire, United Kingdom","NorthRow helps businesses to efficiently protect themselves from financial crime, from failures to comply with related legislation.","102,860","13,344",Active,—,www.northrow.com,View on Twitter,View on LinkedIn,"Adrian Black, Olli Astley",Made Acquisitions,—
708,reDock,"Artificial Intelligence, Software","Ottawa, Ontario, Canada",reDock uses AI to extract meaning from content in order to accelerate and automate the content creation process.,"104,883",—,Active,—,www.redock.com/,View on Twitter,View on LinkedIn,Pierre-Olivier Charlebois,—,—
709,Verdafresh,"Packaging Services, Recycling","Wayne, Pennsylvania, United States",Verdafresh provides state-of-the-art flexible packaging to preserve food freshness and enable the circular economy.,"109,709",—,Active,—,verdafresh.com/,—,View on LinkedIn,—,—,—
710,Concure Oncology,"Clinical Trials, Health Care, Hospital, Medical Device","Mercer Island, Washington, United States",Concure Oncology specializes in developing medical devices for early-stage breast cancer treatment and related services.,"114,045",—,Active,—,www.concureoncology.com/,View on Twitter,View on LinkedIn,Sandra F. Rorem,—,—
711,Algisys,"Biomass Energy, Biotechnology, Pharmaceutical","Cleveland, Ohio, United States","Algisys produces algal oils and high protein additives for the supplement, food, beverage, pharmaceutical and animal feed markets.","116,075","1,090",Active,—,algisys.com,—,View on LinkedIn,"Charles Roe, Michael LoPresti",—,—
712,Remora,"Renewable Energy, Transportation","Livonia, Michigan, United States",Remora captures carbon emissions from semi-trucks.,"116,168","5,296",Active,—,www.remoracarbon.com,View on Twitter,View on LinkedIn,"Christina Reynolds, Eric Harding, Paul Gross",—,—
713,Spring44 Distilling,"Food Processing, Wine And Spirits, Winery","Loveland, Colorado, United States","Spring44 Distilling produces Spring44 Vodka, Honey Vodka, Gin, Old Tom Gin, and Single Barrel Bourbon.","117,604",574,Active,—,spring44.com/,View on Twitter,View on LinkedIn,"Jeff Lindauer, Jeff McPhie",—,—
714,Vericlave,"Computer, Cyber Security, Internet of Things, IT Infrastructure, Network Security, Security","Dallas, Texas, United States",Vericlave prevents cyberattacks on critical assets with a simple to deploy solution that mitigates risks and addresses security challenges.,"117,851","2,145",Active,—,www.vericlave.com/,View on Twitter,View on LinkedIn,—,—,—
715,Aster App,"Meeting Software, Software","Lyon, Rhone-Alpes, France",Aster App is your smart assistant integrated into your calendar.,"119,709","4,567",Active,—,asterapp.co/,View on Twitter,View on LinkedIn,"Jean-Baptiste Esbelin, Thomas Dickele, Vincent Mendes",—,—
716,Trilliant,"Hardware, Power Grid, Software, Wireless","Redwood City, California, United States",Trilliant delivers intelligent networks that enable the energy industry’s transition to the smart grid.,"121,993","6,547",Active,—,trilliant.com,View on Twitter,View on LinkedIn,Bill Vogel,Made Acquisitions,—
717,Parasight System,"Health Care, Medical, Veterinary","Lexington, Kentucky, United States",Parasight System provides animal health technology solutions for the veterinary and consumer markets.,"122,575","1,757",Active,—,www.parasightsystem.com,View on Twitter,View on LinkedIn,"Eric Hauck, Martin Nielsen, Paul Slusarewicz",—,—
718,Nandi Proteins,"Biotechnology, Commercial, Food Processing, Manufacturing","Edinburgh, Edinburgh, City of, United Kingdom",Nandi Proteins is a biotechnology company developing technologies to improve the properties of proteins in food manufacturing.,"122,821",—,Active,—,www.nandiproteins.com,—,View on LinkedIn,Lydia Campbell,—,—
719,Uno Health,"Health Care, Hospital, Personal Health","New York, New York, United States",Uno Health matches low-income seniors to non-clinical services that meet their needs outside the doctor’s office.,"123,317",186,Active,—,www.unohealth.com/,—,View on LinkedIn,"Anna de Paula Hanika, Chloe Phitoussi",—,—
720,Allganize,"Artificial Intelligence, Enterprise, Enterprise Software, Machine Learning","Oakland, California, United States",Allganize provides Natural Language Understanding API and conversational AI for enterprises.,"87,409","33,177",Active,—,www.allganize.ai/,—,View on LinkedIn,"Changsu Lee, Jun S. Lee",—,—
721,Radisens Diagnostics,"Health Care, Health Diagnostics, Medical","Cork, Cork, Ireland",Radisens develops portable medical diagnostic platforms and consumables for blood testing at point of care.,"124,712",—,Active,—,www.radisens.com,View on Twitter,View on LinkedIn,Jerry O’Brien,—,—
722,TicketManager,"Analytics, Business Intelligence, Marketing","Calabasas, California, United States",TicketManager is Where Tickets Mean Business. TicketManager makes client entertainment easy and proves the ROI for companies of all sizes,"125,122","11,978",Active,—,ticketmanager.com/,View on Twitter,View on LinkedIn,"Joe Greiner, Tony Knopp",Made Acquisitions,—
723,Property Bridges,"Financial Services, Real Estate","Dublin, Dublin, Ireland",Property Bridges is a peer-to-peer platform for the construction industry.,"126,785","2,992",Active,—,www.propertybridges.com/,View on Twitter,View on LinkedIn,David Jelly,—,—
724,ProterixBio,"Biotechnology, Health Diagnostics, Pharmaceutical","Billerica, Massachusetts, United States",ProterixBio engages in developing innovative products to transform the management of chronic diseases.,"129,780",—,Active,—,proterixbio.com/,—,View on LinkedIn,"Edward Crawley, Mark Lundstrom",—,—
725,Glue Up,"Association, Event Management, Information Services, Information Technology, Professional Networking, SaaS, Software","Fairfax, Virginia, United States","Glue Up is an all-in-one engagement management CRM for associations, chambers of commerce, event organizers and marketing professionals.","130,559","361,828",Active,—,www.glueup.com/,View on Twitter,View on LinkedIn,"Eric Schmidt, Olivia Jingshu Ji",—,—
726,Biomicrogels Group,"Advanced Materials, AgTech, Chemical, CleanTech, Industrial Manufacturing","Oxford, Oxfordshire, United Kingdom",Biomicrogels Group is the developer and patent holder for biomicrogels capable of addressing the global environmental problems,"131,670",955,Active,—,biomicrogel.com/,View on Twitter,View on LinkedIn,Andrey Elagin,—,—
727,Beauty Date,"Beauty, Consumer, Internet, Scheduling","Curitiba, Parana, Brazil",BeautyDate designs and develops a beauty application that allows users to make appointments with beauty experts.,"132,964","6,911",Active,—,www.beautydate.com.br/,View on Twitter,View on LinkedIn,"Adrian Boaventura da Silva, Alexandre Kleis, Carlos Dejavite, Fabrizzio Zampieri, Giovanni K Bonetti, Ronald Peña",—,—
728,Artist Growth,"Content Creators, Mobile, Music","Nashville, Tennessee, United States",Artist Growth is a artist data management platform.,"136,827","7,613",Active,—,artistgrowth.com,View on Twitter,View on LinkedIn,"Jonathan Sexton, Matt Urmy",—,—
729,Signiant,"Content, Enterprise Software, File Sharing, SaaS, Software","Burlington, Massachusetts, United States","Signiant's provides people and systems with fast, reliable, secure global access to valuable media assets.","138,773","104,255",Active,—,www.signiant.com,View on Twitter,View on LinkedIn,Robert Browne,Made Acquisitions,—
730,MoveInSync,"Information Technology, Software","Bangalore, Karnataka, India","Trusted by 35+ Fortune 500, we are one stop solution for transparent and customizable Fleet Management Services and Employee transportation","142,282","430,470",Active,—,www.moveinsync.com,—,—,Deepesh Agarwal,—,—
731,Vidya Health,Health Care,"London, England, United Kingdom",Vidya Health is the medical technology company based in London,"143,013",—,Active,—,www.vidyahealth.com/,—,—,"David Klug, Zack Nathan",—,—
732,PEX Card,"Financial Services, FinTech, Mobile, Software","New York, New York, United States",PEX Card is a corporate prepaid card solution provider for small and medium sized companies to control employee spending.,"145,935","80,878",Active,—,www.pexcard.com,View on Twitter,View on LinkedIn,Toffer Grant,—,—
733,Waterfall Security Solutions,"Cyber Security, Information Technology, Infrastructure, Network Security, Robotics, Security, Software","Rosh Ha'ayin, HaMerkaz, Israel",Waterfall Security’s technologies represent an evolutionary alternative to firewalls.,"147,509","5,360",Active,—,waterfall-security.com/,View on Twitter,View on LinkedIn,"Amir Zilberstein, Lior Frenkel",—,—
734,Claritas Rx,"Analytics, Information Services, Information Technology, Service Industry","South San Francisco, California, United States",Claritas Rx is a data integration and analytics company for pharmaceutical manufacturers.,"148,770",—,Active,—,www.claritasrx.com/,View on Twitter,View on LinkedIn,Mike Fitzgibbons,—,—
735,Eka Software Solutions,"Analytics, Logistics, Software, Supply Chain Management","Bangalore, Karnataka, India","Eka Software Solutions develops commodity management software, providing predictive analytics to meet the challenges of complex markets.","149,801","3,916",Active,—,eka1.com/,View on Twitter,View on LinkedIn,Manav Garg,Made Acquisitions,—
736,Medvantx,Health Care,"San Diego, California, United States","At Medvantx we connect patients, providers, and healthcare companies to enhance access and improve lives.","152,537","3,724",Active,—,www.medvantx.com/,View on Twitter,View on LinkedIn,Prasanna Parthasarthy,—,—
737,Adentro,Software,"San Francisco, California, United States","Adentro helps businesses build real relationships that have real impact, which is a difficult challenge for offline businesses.","155,181","7,788",Active,—,adentro.com/,—,View on LinkedIn,—,—,—
738,Hyper,"Consulting, Developer APIs, Open Source, Software","Mountain View, California, United States","Hyper provides API references, license creation, API keys, bot protection, traffic handling, staff management, and email licensing services.","156,155",—,Active,—,docs.hyper.co/,View on Twitter,View on LinkedIn,Ben Botvinick,—,—
739,Cambridge Semantics,Software,"Boston, Massachusetts, United States",Cambridge Semantics offers a universal semantic layer to connect and bring meaning to all enterprise data.,"158,444","6,984",Active,—,cambridgesemantics.com,View on Twitter,View on LinkedIn,"Lee Feigenbaum, Sean Martin",—,—
740,Verix,"Analytics, Artificial Intelligence, Life Science, SaaS, Software","Mountain View, California, United States",Verix develops business analytical applications enabling companies to detect threats and opportunities and optimize commercial operations,"159,090",—,Active,—,www.verix.com,View on Twitter,View on LinkedIn,Chen Amit,—,—
741,Ubitus,"Computer, Software","Tokyo, Tokyo, Japan","A cloud gaming technology leader and metaverse facilitator, offers innovative GameCloud technology.","165,623","2,696",Active,—,ubitus.net/,View on Twitter,View on LinkedIn,"Pegasus Chen, Victor Shen, Wesley Kuo",—,—
742,LifeStreet Media,"Ad Targeting, Advertising, App Marketing, Apps, Business Development, Mobile Advertising, Mobile Apps","San Carlos, California, United States",LifeStreet builds solutions to help mobile app developers find and grow their audiences in the programmatic space.,"165,750","12,098",Active,—,lifestreet.com,—,View on LinkedIn,"Mitchell Weisman, Serge Ioffe",—,—
743,Cerego,"Artificial Intelligence, Corporate Training, EdTech, Higher Education, Machine Learning","San Diego, California, United States",Leverage AI and Cognitive science to Manage & Optimize Memory ... our most important asset.,"172,326","110,325",Active,—,www.cerego.com,View on Twitter,View on LinkedIn,"Andrew Smith Lewis, Eric Young",—,—
744,Spoon Guru,"Big Data, Food and Beverage, Nutrition, Recipes, Retail Technology","London, England, United Kingdom","A leading retail solution provider, we deliver seamless product discovery based on shopper dietary & lifestyle needs.","176,847","1,598",Active,—,www.spoon.guru,View on Twitter,View on LinkedIn,"Markus Stripf, Simon O'Regan, Tim Allen",—,—
745,Currency,"B2B, E-Commerce, Financial Services, FinTech","Scottsdale, Arizona, United States","Currency provides technology for transactions by connecting buyers, sellers, and lenders through our point-of-sale platform.","177,652","5,193",Active,—,www.gocurrency.com/,—,View on LinkedIn,Charles Anderson,—,—
746,Pivot,"Health Care, Lifestyle, Personal Health","San Carlos, California, United States","Pivot is a digital health care initiative to help people to quit all kinds of tobacco using behavioral science, tech, and personal coaches.","178,170","6,887",Active,—,pivot.co/,View on Twitter,View on LinkedIn,David Utley,—,—
747,Modius,"Electronics, Energy, Health Care, Information Technology, Software","San Francisco, California, United States","Modius provides an end-to-end monitoring and measurement solution for the physical layer of data centers, call centers, and server rooms.","179,559",—,Active,—,www.modius.com,View on Twitter,View on LinkedIn,Craig Compiano,—,—
